Year,Month,Station_ID,Station_Name,Water_Class,DO,BOD,TSS,pH,Temperature,Color_TCU,Phosphate,PO4_P,Fecal_Coliform
2023,5,2,Barotac Nuevo Bridge,C,6.0,3.0,25.0,7.0,32.0,10.0,,0.025,13000.0
2023,5,3,Moroboro Dam,C,3.0,4.0,17.0,7.0,32.0,15.0,,0.022,92000.0
2023,5,4,Duenas Bridge,C,6.8,2.0,177.0,7.0,32.0,10.0,,0.294,92000.0
2023,5,5,Downstream Passi II,C,6.4,2.0,47.0,7.0,32.0,10.0,,0.098,17000.0
2023,5,6,Downstream Passi I,C,7.6,3.0,42.0,7.0,33.0,10.0,,0.054,92000.0
2023,5,7,Upstream Passi I,C,8.1,2.0,33.0,7.0,33.0,5.0,,0.055,92000.0
2023,5,8,Calinog Bridge (Class A),A,7.9,3.0,71.0,8.0,29.0,10.0,,0.153,92000.0
2023,5,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.7,1.0,189.0,7.0,29.0,10.0,,0.326,3300.0
2023,6,1,"Inland Fisheries, Leganes",C,7.2,5.0,1146.0,7.0,26.0,20.0,,0.129,24000.0
2023,6,10,Alibunan Upstream (Class A),A,7.1,2.0,34.0,7.0,29.0,5.0,,0.109,2000.0
2023,6,2,Barotac Nuevo Bridge,C,6.7,3.0,570.0,7.0,26.0,20.0,,0.141,2300.0
2023,6,3,Moroboro Dam,C,6.8,2.0,274.0,7.0,26.0,20.0,,0.265,13000.0
2023,6,4,Duenas Bridge,C,6.5,2.0,548.0,7.0,27.0,20.0,,0.52,14000.0
2023,6,5,Downstream Passi II,C,6.8,3.0,268.0,7.0,26.0,20.0,,0.025,54000.0
2023,6,6,Downstream Passi I,C,6.1,2.0,242.0,7.0,27.0,20.0,,0.174,7900.0
2023,6,7,Upstream Passi I,C,6.8,2.0,268.0,7.0,27.0,20.0,,0.09,14000.0
2023,6,8,Calinog Bridge (Class A),A,7.3,2.0,117.0,7.0,25.0,20.0,,0.12,54000.0
2023,6,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.4,1.0,528.0,7.0,27.0,10.0,,0.313,54000.0
2023,7,1,"Inland Fisheries, Leganes",C,7.3,3.0,1172.0,7.0,28.0,10.0,,0.647,33000.0
2023,7,10,Alibunan Upstream (Class A),A,7.7,1.0,308.0,7.0,26.0,5.0,,0.222,33000.0
2023,7,2,Barotac Nuevo Bridge,C,6.9,3.0,1378.0,7.0,28.0,10.0,,0.528,33000.0
2023,7,3,Moroboro Dam,C,7.0,2.0,650.0,8.0,28.0,20.0,,0.078,33000.0
2023,7,4,Duenas Bridge,C,7.6,1.0,1794.0,7.0,27.0,10.0,,0.128,23000.0
2023,7,5,Downstream Passi II,C,7.4,2.0,473.0,7.0,27.0,20.0,,0.274,23000.0
2023,7,6,Downstream Passi I,C,6.7,2.0,114.0,7.0,28.0,15.0,,0.06,33000.0
2023,7,7,Upstream Passi I,C,7.0,2.0,424.0,7.0,27.0,10.0,,0.167,23000.0
2023,7,8,Calinog Bridge (Class A),A,7.9,2.0,394.0,7.0,26.0,10.0,,0.169,23000.0
2023,7,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.8,1.0,1022.0,7.0,26.0,5.0,,0.416,23000.0
2023,8,1,"Inland Fisheries, Leganes",C,8.1,2.0,209.0,7.0,29.0,20.0,,0.113,4900.0
2023,8,10,Alibunan Upstream (Class A),A,7.1,3.0,70.0,7.0,27.0,10.0,,0.22,4900.0
2023,8,2,Barotac Nuevo Bridge,C,6.7,4.0,172.0,7.0,28.0,20.0,,0.171,2700.0
2023,8,3,Moroboro Dam,C,6.1,3.0,130.0,7.0,27.0,20.0,,0.042,1300.0
2023,8,4,Duenas Bridge,C,6.6,4.0,134.0,7.0,27.0,30.0,,0.122,13000.0
2023,8,5,Downstream Passi II,C,7.5,4.0,217.0,7.0,27.0,20.0,,0.072,3300.0
2023,8,6,Downstream Passi I,C,6.4,3.0,235.0,7.0,26.0,20.0,,0.043,2300.0
2023,8,7,Upstream Passi I,C,8.2,3.0,278.0,7.0,27.0,20.0,,0.092,4900.0
2023,8,8,Calinog Bridge (Class A),A,7.2,3.0,93.0,7.0,26.0,20.0,,0.295,3300.0
2023,8,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.6,2.0,211.0,7.0,27.0,10.0,,0.413,7900.0
2023,9,1,"Inland Fisheries, Leganes",C,6.9,2.0,220.0,7.0,28.0,10.0,,0.119,4900.0
2023,9,10,Alibunan Upstream (Class A),A,7.5,2.0,189.0,7.0,28.0,5.0,,0.119,3300.0
2023,9,2,Barotac Nuevo Bridge,C,7.1,2.0,202.0,7.0,29.0,5.0,,0.094,3300.0
2023,9,3,Moroboro Dam,C,5.9,3.0,64.0,7.0,29.0,15.0,,0.185,4900.0
2023,9,4,Duenas Bridge,C,7.2,2.0,141.0,7.0,30.0,10.0,,0.253,2300.0
2023,9,5,Downstream Passi II,C,7.4,2.0,310.0,7.0,29.0,20.0,,0.19,54000.0
2023,9,6,Downstream Passi I,C,6.8,3.0,260.0,7.0,29.0,10.0,,0.193,4900.0
2023,9,7,Upstream Passi I,C,7.0,2.0,343.0,7.0,29.0,20.0,,0.23,7900.0
2023,9,8,Calinog Bridge (Class A),A,8.0,2.0,103.0,7.0,28.0,15.0,,0.143,2300.0
2023,9,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.8,1.0,178.0,7.0,29.0,5.0,,0.135,3300.0
2023,10,1,"Inland Fisheries, Leganes",C,6.8,1.0,108.0,7.0,32.0,15.0,,0.291,13000.0
2023,10,10,Alibunan Upstream (Class A),A,7.8,1.0,144.0,7.0,28.0,10.0,,0.141,2300.0
2023,10,2,Barotac Nuevo Bridge,C,8.0,1.0,315.0,7.0,32.0,20.0,,0.483,2300.0
2023,10,3,Moroboro Dam,C,7.5,1.0,42.0,7.0,31.0,15.0,,0.307,4900.0
2023,10,4,Duenas Bridge,C,6.7,1.0,551.0,7.0,31.0,10.0,,0.221,2300.0
2023,10,5,Downstream Passi II,C,6.3,1.0,194.0,7.0,30.0,10.0,,0.124,3300.0
2023,10,6,Downstream Passi I,C,6.8,2.0,187.0,7.0,29.0,10.0,,0.128,4900.0
2023,10,7,Upstream Passi I,C,6.8,1.0,181.0,7.0,29.0,10.0,,0.125,3300.0
2023,10,8,Calinog Bridge (Class A),A,8.0,2.0,158.0,8.0,28.0,10.0,,0.146,1700.0
2023,10,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.8,1.0,296.0,7.0,28.0,10.0,,0.185,4900.0
2023,11,1,"Inland Fisheries, Leganes",C,6.6,1.0,49.0,7.0,31.0,10.0,,0.142,1400.0
2023,11,10,Alibunan Upstream (Class A),A,7.0,2.0,309.0,7.0,28.0,20.0,,0.065,4900.0
2023,11,2,Barotac Nuevo Bridge,C,6.7,1.0,195.0,7.0,31.0,20.0,,0.431,7900.0
2023,11,3,Moroboro Dam,C,9.2,1.0,99.0,7.0,29.0,20.0,,0.114,13000.0
2023,11,4,Duenas Bridge,C,7.1,1.0,135.0,7.0,30.0,20.0,,0.199,13000.0
2023,11,5,Downstream Passi II,C,6.9,4.0,394.0,7.0,29.0,20.0,,0.215,3300.0
2023,11,6,Downstream Passi I,C,8.4,2.0,362.0,7.0,28.0,20.0,,0.094,35000.0
2023,11,7,Upstream Passi I,C,8.6,2.0,396.0,7.0,28.0,20.0,,0.152,7900.0
2023,11,8,Calinog Bridge (Class A),A,7.4,2.0,270.0,7.0,28.0,30.0,,0.108,2200.0
2023,11,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.2,1.0,313.0,7.0,28.0,20.0,,0.134,3300.0
2023,12,1,"Inland Fisheries, Leganes",C,6.3,1.0,16.0,7.0,28.0,10.0,,0.123,1700.0
2023,12,10,Alibunan Upstream (Class A),A,7.9,1.0,283.0,7.0,30.0,5.0,,0.528,2200.0
2023,12,2,Barotac Nuevo Bridge,C,7.1,1.0,62.0,7.0,30.0,10.0,,0.165,4900.0
2023,12,3,Moroboro Dam,C,6.8,1.0,22.0,7.0,30.0,10.0,,0.124,3300.0
2023,12,4,Duenas Bridge,C,7.1,1.0,68.0,7.0,31.0,10.0,,0.207,1700.0
2023,12,5,Downstream Passi II,C,7.6,1.0,80.0,7.0,29.0,10.0,,0.219,1700.0
2023,12,6,Downstream Passi I,C,7.3,1.0,102.0,7.0,30.0,10.0,,0.261,1700.0
2023,12,7,Upstream Passi I,C,7.5,3.0,106.0,7.0,30.0,10.0,,0.247,2200.0
2023,12,8,Calinog Bridge (Class A),A,7.6,1.0,33.0,7.0,31.0,5.0,,0.098,4900.0
2023,12,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.0,1.0,109.0,7.0,30.0,5.0,,0.26,4900.0
2024,1,1,"Inland Fisheries, Leganes",C,8.1,1.0,19.0,7.0,27.0,10.0,,0.077,7900.0
2024,1,10,Alibunan Upstream (Class A),A,8.5,1.0,9.0,7.0,26.0,10.0,,0.083,92000.0
2024,1,2,Barotac Nuevo Bridge,C,8.2,1.0,43.0,7.0,27.0,10.0,,0.113,3300.0
2024,1,3,Moroboro Dam,C,8.1,1.0,41.0,7.0,26.0,10.0,,0.143,54000.0
2024,1,4,Duenas Bridge,C,8.4,1.0,191.0,7.0,27.0,10.0,,0.377,92000.0
2024,1,5,Downstream Passi II,C,7.8,1.0,140.0,7.0,26.0,10.0,,0.284,11000.0
2024,1,6,Downstream Passi I,C,8.1,1.0,108.0,7.0,26.0,10.0,,0.206,92000.0
2024,1,7,Upstream Passi I,C,8.0,1.0,62.0,7.0,26.0,10.0,,0.211,35000.0
2024,1,8,Calinog Bridge (Class A),A,7.3,1.0,41.0,7.0,26.0,10.0,,0.139,7900.0
2024,1,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.1,1.0,93.0,7.0,25.0,10.0,,0.227,9400.0
2024,2,1,"Inland Fisheries, Leganes",C,6.8,1.0,13.0,8.0,29.0,5.0,,0.082,92000.0
2024,2,10,Alibunan Upstream (Class A),A,8.0,1.0,3.0,8.0,25.0,5.0,,0.082,3300.0
2024,2,2,Barotac Nuevo Bridge,C,8.2,1.0,26.0,7.0,29.0,5.0,,0.122,54000.0
2024,2,3,Moroboro Dam,C,4.3,1.0,16.0,7.0,28.0,5.0,,0.091,3300.0
2024,2,4,Duenas Bridge,C,8.4,1.0,47.0,8.0,27.0,5.0,,0.122,24000.0
2024,2,5,Downstream Passi II,C,7.1,2.0,189.0,8.0,28.0,5.0,,0.126,92000.0
2024,2,6,Downstream Passi I,C,7.8,2.0,214.0,7.0,28.0,5.0,,0.129,92000.0
2024,2,7,Upstream Passi I,C,7.7,1.0,214.0,8.0,27.0,5.0,,0.107,92000.0
2024,2,8,Calinog Bridge (Class A),A,8.3,1.0,43.0,8.0,26.0,5.0,,0.15,1700.0
2024,2,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.1,1.0,61.0,8.0,25.0,5.0,,0.143,2200.0
2024,3,1,"Inland Fisheries, Leganes",C,7.5,1.0,18.0,7.0,31.0,5.0,,0.021,230.0
2024,3,10,Alibunan Upstream (Class A),A,8.8,2.0,2.0,7.0,28.0,10.0,,0.062,630.0
2024,3,2,Barotac Nuevo Bridge,C,9.0,2.0,16.0,7.0,31.0,10.0,,0.057,230.0
2024,3,3,Moroboro Dam,C,8.1,2.0,6.0,7.0,30.0,5.0,,0.023,230.0
2024,3,4,Duenas Bridge,C,6.4,3.0,89.0,7.0,31.0,10.0,,0.169,220.0
2024,3,5,Downstream Passi II,C,4.3,6.0,54.0,7.0,31.0,10.0,,0.124,5400.0
2024,3,6,Downstream Passi I,C,8.9,4.0,19.0,7.0,31.0,10.0,,0.081,1300.0
2024,3,7,Upstream Passi I,C,9.1,2.0,13.0,7.0,31.0,10.0,,0.092,490.0
2024,3,8,Calinog Bridge (Class A),A,8.5,1.0,51.0,8.0,29.0,10.0,,0.209,490.0
2024,3,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.9,4.0,25.0,7.0,28.0,5.0,,0.155,490.0
2024,4,1,"Inland Fisheries, Leganes",C,7.5,2.0,8.0,7.0,32.0,5.0,,0.03,940.0
2024,4,10,Alibunan Upstream (Class A),A,8.3,3.0,21.0,7.0,31.0,10.0,,0.093,330.0
2024,4,2,Barotac Nuevo Bridge,C,8.7,3.0,11.0,7.0,33.0,10.0,,0.051,1300.0
2024,4,3,Moroboro Dam,C,9.0,3.0,20.0,7.0,32.0,10.0,,0.079,790.0
2024,4,4,Duenas Bridge,C,8.2,3.0,39.0,7.0,33.0,10.0,,0.089,1100.0
2024,4,5,Downstream Passi II,C,8.6,3.0,90.0,8.0,33.0,10.0,,0.198,1300.0
2024,4,6,Downstream Passi I,C,9.0,22.0,50.0,7.0,32.0,10.0,,0.086,790.0
2024,4,7,Upstream Passi I,C,8.9,4.0,52.0,7.0,33.0,10.0,,0.13,790.0
2024,4,8,Calinog Bridge (Class A),A,8.8,5.0,39.0,7.0,31.0,15.0,,0.111,700.0
2024,4,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.2,4.0,48.0,8.0,30.0,10.0,,0.135,230.0
2024,5,1,"Inland Fisheries, Leganes",C,6.9,3.0,28.0,7.0,32.0,5.0,,0.008,54000.0
2024,5,10,Alibunan Upstream (Class A),A,8.2,3.0,21.0,7.0,30.0,15.0,,0.065,54000.0
2024,5,2,Barotac Nuevo Bridge,C,8.3,2.0,13.0,7.0,32.0,15.0,,0.033,54000.0
2024,5,3,Moroboro Dam,C,9.0,4.0,12.0,7.0,33.0,10.0,,0.018,17000.0
2024,5,4,Duenas Bridge,C,8.7,5.0,113.0,7.0,34.0,15.0,,0.264,92000.0
2024,5,5,Downstream Passi II,C,7.6,5.0,35.0,7.0,31.0,15.0,,0.054,11000.0
2024,5,6,Downstream Passi I,C,8.6,5.0,43.0,7.0,29.0,10.0,,0.072,24000.0
2024,5,7,Upstream Passi I,C,8.2,5.0,49.0,7.0,29.0,15.0,,0.073,54000.0
2024,5,8,Calinog Bridge (Class A),A,7.5,4.0,55.0,7.0,30.0,15.0,,0.083,92000.0
2024,5,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,11.6,6.0,40.0,7.0,29.0,10.0,,0.041,54000.0
2024,6,1,"Inland Fisheries, Leganes",C,7.9,2.0,14.0,7.0,32.0,10.0,,0.059,54000.0
2024,6,10,Alibunan Upstream (Class A),A,9.5,2.0,38.0,7.0,28.0,20.0,,0.155,4900.0
2024,6,2,Barotac Nuevo Bridge,C,11.2,6.0,9.0,7.0,32.0,10.0,,0.08,3300.0
2024,6,3,Moroboro Dam,C,15.3,4.0,9.0,8.0,32.0,10.0,,0.025,3300.0
2024,6,4,Duenas Bridge,C,8.9,3.0,108.0,7.0,31.0,15.0,,0.254,92000.0
2024,6,5,Downstream Passi II,C,7.4,3.0,90.0,7.0,29.0,15.0,,0.236,54000.0
2024,6,6,Downstream Passi I,C,7.3,3.0,166.0,7.0,29.0,20.0,,0.253,92000.0
2024,6,7,Upstream Passi I,C,10.0,3.0,198.0,7.0,29.0,20.0,,0.241,92000.0
2024,6,8,Calinog Bridge (Class A),A,9.4,2.0,53.0,7.0,30.0,10.0,,0.171,11000.0
2024,6,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.9,3.0,58.0,7.0,30.0,10.0,,0.136,1100.0
2024,7,1,"Inland Fisheries, Leganes",C,6.9,4.0,746.0,7.0,28.0,50.0,,0.384,4900.0
2024,7,10,Alibunan Upstream (Class A),A,8.5,1.0,100.0,7.0,28.0,10.0,,0.212,7000.0
2024,7,2,Barotac Nuevo Bridge,C,8.4,3.0,544.0,7.0,28.0,20.0,,0.321,24000.0
2024,7,3,Moroboro Dam,C,6.5,2.0,566.0,7.0,28.0,25.0,,0.202,35000.0
2024,7,4,Duenas Bridge,C,7.8,2.0,373.0,7.0,28.0,20.0,,0.709,3300.0
2024,7,5,Downstream Passi II,C,6.5,2.0,632.0,7.0,30.0,20.0,,0.163,7900.0
2024,7,6,Downstream Passi I,C,6.4,2.0,109.0,7.0,29.0,30.0,,0.304,13000.0
2024,7,7,Upstream Passi I,C,6.7,3.0,654.0,7.0,28.0,10.0,,0.125,1700.0
2024,7,8,Calinog Bridge (Class A),A,8.4,1.0,147.0,7.0,27.0,20.0,,0.345,170000.0
2024,7,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,1.0,101.0,7.0,29.0,20.0,,0.269,3300.0
2024,8,1,"Inland Fisheries, Leganes",C,6.5,3.0,45.0,7.0,32.0,15.0,,0.15,13000.0
2024,8,10,Alibunan Upstream (Class A),A,9.1,1.0,21.0,7.0,31.0,10.0,,0.108,2300.0
2024,8,2,Barotac Nuevo Bridge,C,7.4,2.0,282.0,7.0,34.0,15.0,,0.101,17000.0
2024,8,3,Moroboro Dam,C,7.0,2.0,53.0,7.0,32.0,15.0,,0.159,4900.0
2024,8,4,Duenas Bridge,C,7.1,2.0,644.0,7.0,33.0,15.0,,0.202,7900.0
2024,8,5,Downstream Passi II,C,7.5,3.0,182.0,7.0,32.0,15.0,,0.208,7900.0
2024,8,6,Downstream Passi I,C,7.2,3.0,49.0,8.0,32.0,15.0,,0.245,4900.0
2024,8,7,Upstream Passi I,C,7.2,4.0,41.0,8.0,32.0,15.0,,0.221,17000.0
2024,8,8,Calinog Bridge (Class A),A,9.0,2.0,32.0,7.0,30.0,10.0,,0.095,2200.0
2024,8,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.7,2.0,108.0,7.0,33.0,10.0,,0.215,11000.0
2024,9,1,"Inland Fisheries, Leganes",C,6.8,2.0,44.0,7.0,32.0,20.0,,0.149,7900.0
2024,9,10,Alibunan Upstream (Class A),A,9.2,1.0,14.0,7.0,30.0,10.0,,0.091,4900.0
2024,9,2,Barotac Nuevo Bridge,C,7.8,2.0,120.0,7.0,32.0,15.0,,0.299,3300.0
2024,9,3,Moroboro Dam,C,6.2,2.0,37.0,7.0,31.0,20.0,,0.138,2300.0
2024,9,4,Duenas Bridge,C,7.7,1.0,236.0,7.0,31.0,10.0,,0.508,35000.0
2024,9,5,Downstream Passi II,C,7.4,2.0,53.0,7.0,31.0,15.0,,0.115,7900.0
2024,9,6,Downstream Passi I,C,8.3,2.0,66.0,7.0,30.0,15.0,,0.083,4900.0
2024,9,7,Upstream Passi I,C,7.9,2.0,49.0,7.0,30.0,15.0,,0.082,7900.0
2024,9,8,Calinog Bridge (Class A),A,8.6,2.0,42.0,7.0,27.0,10.0,,0.118,92000.0
2024,9,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.0,3.0,84.0,7.0,31.0,5.0,,0.113,35000.0
2024,10,1,"Inland Fisheries, Leganes",C,7.2,1.0,117.0,7.0,27.0,15.0,,0.131,54000.0
2024,10,10,Alibunan Upstream (Class A),A,8.0,1.0,69.0,7.0,26.0,10.0,,0.173,3300.0
2024,10,2,Barotac Nuevo Bridge,C,7.4,1.0,332.0,7.0,27.0,15.0,,0.138,13000.0
2024,10,3,Moroboro Dam,C,8.7,1.0,83.0,7.0,28.0,15.0,,0.197,7900.0
2024,10,4,Duenas Bridge,C,8.3,2.0,521.0,7.0,27.0,15.0,,0.181,160000.0
2024,10,5,Downstream Passi II,C,7.7,1.0,87.0,7.0,27.0,15.0,,0.178,7900.0
2024,10,6,Downstream Passi I,C,8.4,1.0,100.0,7.0,27.0,20.0,,0.155,7900.0
2024,10,7,Upstream Passi I,C,8.8,1.0,97.0,7.0,27.0,20.0,,0.181,92000.0
2024,10,8,Calinog Bridge (Class A),A,8.5,1.0,48.0,7.0,26.0,10.0,,0.136,35000.0
2024,10,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,1.0,72.0,7.0,26.0,10.0,,0.167,3300.0
2024,11,1,"Inland Fisheries, Leganes",C,9.9,2.0,14.0,7.0,33.0,10.0,,0.055,1300.0
2024,11,10,Alibunan Upstream (Class A),A,9.0,1.0,7.0,7.0,30.0,5.0,,0.085,1400.0
2024,11,2,Barotac Nuevo Bridge,C,9.2,2.0,37.0,7.0,31.0,10.0,,0.085,7000.0
2024,11,3,Moroboro Dam,C,8.2,1.0,24.0,7.0,30.0,10.0,,0.104,3300.0
2024,11,4,Duenas Bridge,C,7.8,2.0,81.0,7.0,30.0,5.0,,0.186,1400.0
2024,11,5,Downstream Passi II,C,8.5,1.0,33.0,7.0,30.0,10.0,,0.12,24000.0
2024,11,6,Downstream Passi I,C,7.9,1.0,35.0,7.0,28.0,10.0,,0.11,54000.0
2024,11,7,Upstream Passi I,C,9.4,2.0,37.0,7.0,28.0,10.0,,0.117,3300.0
2024,11,8,Calinog Bridge (Class A),A,8.4,1.0,31.0,7.0,26.0,10.0,,0.101,2300.0
2024,11,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.6,1.0,340.0,7.0,27.0,10.0,,0.267,2100.0
2024,12,1,"Inland Fisheries, Leganes",C,5.4,2.0,668.0,7.0,31.0,12.7,,0.075,35000.0
2024,12,10,Alibunan Upstream (Class A),A,7.3,1.0,235.0,6.0,28.0,10.5,,0.077,2300.0
2024,12,2,Barotac Nuevo Bridge,C,8.4,4.0,967.0,7.0,31.0,12.3,,0.147,92000.0
2024,12,3,Moroboro Dam,C,6.3,4.0,566.0,7.0,31.0,12.3,,0.12,35000.0
2024,12,4,Duenas Bridge,C,7.1,3.0,1130.0,6.0,31.0,11.8,,0.147,54000.0
2024,12,5,Downstream Passi II,C,6.8,3.0,259.0,6.0,29.0,12.3,,0.114,35000.0
2024,12,6,Downstream Passi I,C,7.1,3.0,263.0,6.0,29.0,14.1,,0.156,54000.0
2024,12,7,Upstream Passi I,C,7.1,2.0,410.0,6.0,29.0,12.7,,0.076,17000.0
2024,12,8,Calinog Bridge (Class A),A,7.2,2.0,194.0,6.0,28.0,11.4,,0.071,24000.0
2024,12,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.0,2.0,180.0,6.0,28.0,9.5,,0.111,24000.0
2025,1,1,"Inland Fisheries, Leganes",C,9.8,2.0,68.0,8.0,29.0,15.0,,0.185,13000.0
2025,1,10,Alibunan Upstream (Class A),A,10.0,1.0,263.0,7.0,26.0,15.0,,0.384,35000.0
2025,1,2,Barotac Nuevo Bridge,C,8.6,2.0,665.0,7.0,29.0,10.0,,0.265,17000.0
2025,1,3,Moroboro Dam,C,7.8,2.0,244.0,7.0,28.0,15.0,,0.486,6300.0
2025,1,4,Duenas Bridge,C,8.7,2.0,1229.0,7.0,28.0,10.0,,0.66,92000.0
2025,1,5,Downstream Passi II,C,8.1,3.0,408.0,7.0,27.0,15.0,,0.047,160000.0
2025,1,6,Downstream Passi I,C,8.0,2.0,411.0,7.0,28.0,15.0,,0.123,17000.0
2025,1,7,Upstream Passi I,C,7.9,2.0,459.0,7.0,29.0,15.0,,0.129,17000.0
2025,1,8,Calinog Bridge (Class A),A,9.6,2.0,277.0,7.0,26.0,15.0,,0.395,92000.0
2025,1,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.6,1.0,116.0,7.0,27.0,10.0,,0.196,3300.0
2025,2,1,"Inland Fisheries, Leganes",C,7.4,1.0,26.0,7.0,28.0,15.0,,0.168,3300.0
2025,2,10,Alibunan Upstream (Class A),A,8.5,1.0,32.0,7.0,26.0,5.0,,0.127,1400.0
2025,2,2,Barotac Nuevo Bridge,C,7.7,1.0,78.0,7.0,28.0,15.0,,0.216,1100.0
2025,2,3,Moroboro Dam,C,6.9,2.0,32.0,7.0,28.0,15.0,,0.15,1700.0
2025,2,4,Duenas Bridge,C,7.6,1.0,287.0,7.0,28.0,5.0,,0.551,3300.0
2025,2,5,Downstream Passi II,C,8.6,2.0,68.0,6.0,27.0,10.0,,0.173,7900.0
2025,2,6,Downstream Passi I,C,8.7,2.0,61.0,7.0,26.0,10.0,,0.162,1700.0
2025,2,7,Upstream Passi I,C,8.0,2.0,64.0,7.0,25.0,10.0,,0.173,7000.0
2025,2,8,Calinog Bridge (Class A),A,8.6,2.0,53.0,7.0,26.0,10.0,,0.164,1400.0
2025,2,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.2,3.0,93.0,6.0,25.0,10.0,,0.242,1100.0
2025,3,1,"Inland Fisheries, Leganes",C,7.1,2.0,12.0,7.0,30.0,5.0,,0.036,2300.0
2025,3,10,Alibunan Upstream (Class A),A,8.8,1.0,3.0,7.0,27.0,5.0,,0.076,4900.0
2025,3,2,Barotac Nuevo Bridge,C,7.7,2.0,132.0,7.0,30.0,5.0,,0.16,13000.0
2025,3,3,Moroboro Dam,C,7.8,6.0,27.0,7.0,29.0,5.0,,0.119,4900.0
2025,3,4,Duenas Bridge,C,8.7,1.0,46.0,7.0,30.0,10.0,,0.151,11000.0
2025,3,5,Downstream Passi II,C,8.9,2.0,24.0,7.0,28.0,10.0,,0.118,3500.0
2025,3,6,Downstream Passi I,C,8.0,2.0,11.0,7.0,27.0,5.0,,0.092,2300.0
2025,3,7,Upstream Passi I,C,8.6,2.0,26.0,6.0,27.0,5.0,,0.093,17000.0
2025,3,8,Calinog Bridge (Class A),A,9.0,1.0,6.0,7.0,27.0,10.0,,0.095,3300.0
2025,3,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.8,2.0,18.0,7.0,27.0,10.0,,0.145,4900.0
2025,4,1,"Inland Fisheries, Leganes",C,6.4,1.0,30.0,7.0,32.0,5.0,,0.029,1300.0
2025,4,10,Alibunan Upstream (Class A),A,7.6,2.0,7.0,7.0,30.0,10.0,,0.084,2300.0
2025,4,2,Barotac Nuevo Bridge,C,7.1,2.0,32.0,7.0,33.0,10.0,,0.1,3300.0
2025,4,3,Moroboro Dam,C,6.4,2.0,42.0,7.0,33.0,10.0,,0.151,3300.0
2025,4,4,Duenas Bridge,C,8.1,1.0,69.0,7.0,32.0,10.0,,0.124,2200.0
2025,4,5,Downstream Passi II,C,7.2,2.0,44.0,6.0,29.0,10.0,,0.149,2300.0
2025,4,6,Downstream Passi I,C,7.3,3.0,56.0,7.0,30.0,15.0,,0.191,2300.0
2025,4,7,Upstream Passi I,C,7.5,2.0,48.0,7.0,29.0,15.0,,0.165,3300.0
2025,4,8,Calinog Bridge (Class A),A,7.6,3.0,14.0,7.0,27.0,10.0,,0.163,2300.0
2025,4,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.4,3.0,11.0,7.0,28.0,10.0,,0.163,4900.0
2025,5,1,"Inland Fisheries, Leganes",C,8.2,2.0,34.0,7.0,34.0,15.0,,0.124,3500.0
2025,5,10,Alibunan Upstream (Class A),A,8.6,2.0,186.0,6.0,29.0,20.0,,0.217,5400.0
2025,5,2,Barotac Nuevo Bridge,C,7.1,4.0,437.0,7.0,33.0,10.0,,0.529,2400.0
2025,5,3,Moroboro Dam,C,5.8,3.0,100.0,7.0,32.0,10.0,,0.247,1300.0
2025,5,4,Duenas Bridge,C,7.0,4.0,1108.0,6.0,32.0,20.0,,1.216,9200.0
2025,5,5,Downstream Passi II,C,6.9,4.0,155.0,7.0,31.0,15.0,,0.301,5400.0
2025,5,6,Downstream Passi I,C,6.8,4.0,155.0,6.0,30.0,15.0,,0.312,5400.0
2025,5,7,Upstream Passi I,C,7.4,6.0,176.0,6.0,30.0,15.0,,0.287,5400.0
2025,5,8,Calinog Bridge (Class A),A,8.7,7.0,121.0,6.0,29.0,15.0,,0.261,9200.0
2025,5,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.2,5.0,26.0,6.0,29.0,15.0,,0.2,330.0
2025,6,1,"Inland Fisheries, Leganes",C,6.9,2.0,167.0,7.0,32.0,15.0,,0.416,3500.0
2025,6,10,Alibunan Upstream (Class A),A,8.1,3.0,50.0,7.0,29.0,10.0,,0.136,9200.0
