Year,Month,Station_ID,Station_Name,Water_Class,DO,BOD,TSS,pH,Temperature,Color_TCU,Phosphate,PO4_P,Fecal_Coliform
2025,6,2,Barotac Nuevo Bridge,C,8.3,2.0,261.0,7.0,31.0,15.0,,0.37,9200.0
2025,6,3,Moroboro Dam,C,6.8,3.0,152.0,7.0,29.0,20.0,,0.307,5400.0
2025,6,4,Duenas Bridge,C,8.8,4.0,442.0,7.0,31.0,25.0,,0.067,5400.0
2025,6,5,Downstream Passi II,C,7.4,4.0,244.0,7.0,30.0,15.0,,0.342,9200.0
2025,6,6,Downstream Passi I,C,7.2,4.0,263.0,7.0,30.0,15.0,,0.427,3500.0
2025,6,7,Upstream Passi I,C,8.0,6.0,249.0,7.0,30.0,15.0,,0.379,9200.0
2025,6,8,Calinog Bridge (Class A),A,9.4,3.0,45.0,6.0,29.0,10.0,,0.168,5400.0
2025,6,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,3.0,122.0,6.0,29.0,10.0,,0.263,490.0
2025,7,1,"Inland Fisheries, Leganes",C,8.1,2.0,18.0,7.0,32.0,15.0,,0.125,1100.0
2025,7,10,Alibunan Upstream (Class A),A,8.9,2.0,24.0,7.0,29.0,10.0,,0.084,330.0
2025,7,2,Barotac Nuevo Bridge,C,8.6,2.0,42.0,7.0,31.0,10.0,,0.124,790.0
2025,7,3,Moroboro Dam,C,7.6,2.0,24.0,7.0,32.0,10.0,,0.073,140.0
2025,7,4,Duenas Bridge,C,8.5,2.0,181.0,7.0,32.0,5.0,,0.081,230.0
2025,7,5,Downstream Passi II,C,9.3,2.0,48.0,7.0,29.0,10.0,,0.071,1300.0
2025,7,6,Downstream Passi I,C,8.9,3.0,120.0,6.0,28.0,10.0,,0.065,330.0
2025,7,7,Upstream Passi I,C,9.1,2.0,120.0,7.0,29.0,10.0,,0.104,2400.0
2025,7,8,Calinog Bridge (Class A),A,9.1,3.0,47.0,7.0,28.0,10.0,,0.082,230.0
2025,7,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.8,2.0,64.0,7.0,27.0,10.0,,0.07,230.0
2025,8,1,"Inland Fisheries, Leganes",C,6.8,1.0,28.0,7.0,31.0,15.0,,0.074,700.0
2025,8,10,Alibunan Upstream (Class A),A,7.6,1.0,261.0,7.0,30.0,10.0,,0.129,5400.0
2025,8,2,Barotac Nuevo Bridge,C,7.3,1.0,75.0,7.0,32.0,15.0,,0.112,9200.0
2025,8,3,Moroboro Dam,C,6.1,1.0,44.0,7.0,30.0,10.0,,0.08,790.0
2025,8,4,Duenas Bridge,C,8.1,1.0,86.0,7.0,32.0,10.0,,0.067,940.0
2025,8,5,Downstream Passi II,C,7.4,1.0,126.0,7.0,31.0,10.0,,0.098,9200.0
2025,8,6,Downstream Passi I,C,7.5,2.0,74.0,7.0,31.0,10.0,,0.076,9200.0
2025,8,7,Upstream Passi I,C,7.1,1.0,64.0,7.0,31.0,10.0,,0.101,5400.0
2025,8,8,Calinog Bridge (Class A),A,8.9,1.0,81.0,7.0,29.0,10.0,,0.073,9200.0
2025,8,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.1,1.0,68.0,7.0,30.0,5.0,,0.098,2400.0
2025,9,1,"Inland Fisheries, Leganes",C,6.4,4.0,389.0,7.1,28.0,20.0,,0.216,92000.0
2025,9,10,Alibunan Upstream (Class A),A,8.5,2.0,26.0,6.9,28.0,10.0,,0.117,11000.0
2025,9,2,Barotac Nuevo Bridge,C,7.0,4.0,1156.0,7.0,28.0,20.0,,0.114,92000.0
2025,9,3,Moroboro Dam,C,7.6,3.0,597.0,7.0,29.0,15.0,,0.182,92000.0
2025,9,4,Duenas Bridge,C,7.1,4.0,425.0,6.9,29.0,15.0,,0.093,54000.0
2025,9,5,Downstream Passi II,C,7.6,4.0,220.0,6.8,29.0,15.0,,0.092,35000.0
2025,9,6,Downstream Passi I,C,7.1,4.0,216.0,6.8,28.0,20.0,,0.09,54000.0
2025,9,7,Upstream Passi I,C,8.1,3.0,116.0,6.8,28.0,15.0,,0.083,24000.0
2025,9,8,Calinog Bridge (Class A),A,6.7,3.0,66.0,6.8,26.0,10.0,,0.191,11000.0
2025,9,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.7,2.0,27.0,6.6,28.0,10.0,,0.101,1300.0
2025,10,1,"Inland Fisheries, Leganes",C,5.4,2.0,836.0,7.0,29.0,20.0,,0.125,2400.0
2025,10,10,Alibunan Upstream (Class A),A,8.6,1.0,37.0,6.0,29.0,5.0,,0.087,490.0
2025,10,2,Barotac Nuevo Bridge,C,6.4,3.0,758.0,7.0,31.0,15.0,,0.071,2400.0
2025,10,3,Moroboro Dam,C,7.1,3.0,173.0,7.0,31.0,15.0,,0.05,3500.0
2025,10,4,Duenas Bridge,C,7.6,3.0,323.0,6.0,31.0,10.0,,0.074,700.0
2025,10,5,Downstream Passi II,C,7.2,4.0,202.0,6.0,29.0,15.0,,0.037,1400.0
2025,10,6,Downstream Passi I,C,7.6,6.0,168.0,6.0,30.0,10.0,,0.037,330.0
2025,10,7,Upstream Passi I,C,7.6,3.0,164.0,6.0,30.0,15.0,,0.032,1300.0
2025,10,8,Calinog Bridge (Class A),A,8.3,3.0,103.0,6.0,28.0,5.0,,0.059,330.0
2025,10,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.5,4.0,104.0,6.0,28.0,10.0,,0.056,490.0
2025,11,1,"Inland Fisheries, Leganes",C,7.1,2.0,16.0,8.0,31.0,10.0,,0.1,3500.0
2025,11,10,Alibunan Upstream (Class A),A,8.9,1.0,11.0,7.0,30.0,5.0,,0.058,790.0
2025,11,2,Barotac Nuevo Bridge,C,8.1,2.0,59.0,7.0,32.0,10.0,,0.11,1100.0
2025,11,3,Moroboro Dam,C,6.5,2.0,28.0,7.0,32.0,10.0,,0.098,1700.0
2025,11,4,Duenas Bridge,C,8.2,2.0,54.0,7.0,32.0,5.0,,0.132,330.0
2025,11,5,Downstream Passi II,C,8.0,1.0,106.0,7.0,31.0,10.0,,0.175,9200.0
2025,11,6,Downstream Passi I,C,8.5,1.0,133.0,7.0,31.0,10.0,,0.191,3500.0
2025,11,7,Upstream Passi I,C,8.2,2.0,97.0,7.0,31.0,10.0,,0.186,3500.0
2025,11,8,Calinog Bridge (Class A),A,8.8,1.0,44.0,7.0,29.0,10.0,,0.107,9200.0
2025,11,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.7,1.0,57.0,7.0,30.0,10.0,,0.127,700.0
2025,12,1,"Inland Fisheries, Leganes",C,8.2,2.0,17.0,,30.0,10.0,,0.106,790.0
2025,12,10,Alibunan Upstream (Class A),A,8.5,1.0,8.0,,28.0,5.0,,0.082,490.0
2025,12,2,Barotac Nuevo Bridge,C,7.3,1.0,46.0,,29.0,10.0,,0.118,490.0
2025,12,3,Moroboro Dam,C,7.0,2.0,36.0,,28.0,10.0,,0.118,490.0
2025,12,4,Duenas Bridge,C,7.8,1.0,247.0,,29.0,5.0,,0.121,230.0
2025,12,5,Downstream Passi II,C,8.3,1.0,62.0,,29.0,10.0,,0.144,230.0
2025,12,6,Downstream Passi I,C,8.3,3.0,119.0,,28.0,10.0,,0.217,790.0
2025,12,7,Upstream Passi I,C,8.0,1.0,118.0,,29.0,10.0,,0.23,3500.0
2025,12,8,Calinog Bridge (Class A),A,8.2,1.0,29.0,,27.0,10.0,,0.101,790.0
2025,12,9,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,2.0,43.0,,28.0,10.0,,0.116,230.0
