Year,Month,Station_ID,Station_Name,Water_Class,DO,BOD,TSS,pH,Temperature,Fecal_Coliform,DO_Temp_Ratio,pH_Deviation,WQI,WQI_Class
2024.0,10.0,5.0,Downstream Passi II,C,7.7,1.0,87.0,7.0,27.0,7900.0,0.2851851851851852,0.0,1644.0485238095239,High Risk
2024.0,10.0,6.0,Downstream Passi I,C,8.4,1.0,100.0,7.0,27.0,7900.0,0.3111111111111111,0.0,1643.6795238095237,High Risk
2024.0,10.0,7.0,Upstream Passi I,C,8.8,1.0,97.0,7.0,27.0,92000.0,0.32592592592592595,0.0,18874.703523809523,High Risk
2024.0,10.0,8.0,Calinog Bridge (Class A),A,8.5,1.0,48.0,7.0,26.0,35000.0,0.3269230769230769,0.0,7190.90719047619,High Risk
2024.0,10.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,1.0,72.0,7.0,26.0,3300.0,0.3230769230769231,0.0,697.7501904761905,High Risk
2024.0,11.0,1.0,"Inland Fisheries, Leganes",C,9.9,2.0,14.0,7.0,33.0,1300.0,0.3,0.0,289.64538095238095,High Risk
2024.0,11.0,10.0,Alibunan Upstream (Class A),A,9.0,1.0,7.0,7.0,30.0,1400.0,0.3,0.0,306.2535238095238,High Risk
2024.0,11.0,2.0,Barotac Nuevo Bridge,C,9.2,2.0,37.0,7.0,31.0,7000.0,0.2967741935483871,0.0,1458.7097142857142,High Risk
2024.0,11.0,3.0,Moroboro Dam,C,8.2,1.0,24.0,7.0,30.0,3300.0,0.2733333333333333,0.0,698.5975238095238,High Risk
2024.0,11.0,4.0,Duenas Bridge,C,7.8,2.0,81.0,7.0,30.0,1400.0,0.26,0.0,316.65438095238096,High Risk
2024.0,11.0,5.0,Downstream Passi II,C,8.5,1.0,33.0,7.0,30.0,24000.0,0.2833333333333333,0.0,4940.150523809524,High Risk
2024.0,11.0,6.0,Downstream Passi I,C,7.9,1.0,35.0,7.0,28.0,54000.0,0.28214285714285714,0.0,11086.357857142857,High Risk
2024.0,11.0,7.0,Upstream Passi I,C,9.4,2.0,37.0,7.0,28.0,3300.0,0.33571428571428574,0.0,696.8897142857143,High Risk
2024.0,11.0,8.0,Calinog Bridge (Class A),A,8.4,1.0,31.0,7.0,26.0,2300.0,0.3230769230769231,0.0,489.4881904761905,High Risk
2024.0,11.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.6,1.0,340.0,7.0,27.0,2100.0,0.3185185185185185,0.0,474.5295238095238,High Risk
2024.0,12.0,1.0,"Inland Fisheries, Leganes",C,5.4,2.0,668.0,7.0,31.0,35000.0,0.17419354838709677,0.0,7255.441714285715,High Risk
2024.0,12.0,10.0,Alibunan Upstream (Class A),A,7.3,1.0,235.0,6.0,28.0,2300.0,0.26071428571428573,1.0,510.6578571428571,High Risk
2024.0,12.0,2.0,Barotac Nuevo Bridge,C,8.4,4.0,967.0,7.0,31.0,92000.0,0.2709677419354839,0.0,18956.855428571427,High Risk
2024.0,12.0,3.0,Moroboro Dam,C,6.3,4.0,566.0,7.0,31.0,35000.0,0.2032258064516129,0.0,7248.978428571429,High Risk
2024.0,12.0,5.0,Downstream Passi II,C,6.8,3.0,259.0,6.0,29.0,35000.0,0.23448275862068965,1.0,7218.719904761905,High Risk
2024.0,12.0,6.0,Downstream Passi I,C,7.1,3.0,263.0,6.0,29.0,54000.0,0.24482758620689654,1.0,11111.532904761905,High Risk
2024.0,12.0,7.0,Upstream Passi I,C,7.1,2.0,410.0,6.0,29.0,17000.0,0.24482758620689654,1.0,3540.414047619048,High Risk
2024.0,12.0,8.0,Calinog Bridge (Class A),A,7.2,2.0,194.0,6.0,28.0,24000.0,0.2571428571428572,1.0,4955.703714285714,High Risk
2024.0,12.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.0,2.0,180.0,6.0,28.0,24000.0,0.2857142857142857,1.0,4952.915714285715,High Risk
2025.0,1.0,1.0,"Inland Fisheries, Leganes",C,9.8,2.0,68.0,8.0,29.0,13000.0,0.33793103448275863,1.0,2693.7900476190475,High Risk
2025.0,1.0,10.0,Alibunan Upstream (Class A),A,10.0,1.0,263.0,7.0,26.0,35000.0,0.38461538461538464,0.0,7205.462190476191,High Risk
2025.0,1.0,2.0,Barotac Nuevo Bridge,C,8.6,2.0,665.0,7.0,29.0,17000.0,0.296551724137931,0.0,3558.249047619048,High Risk
2025.0,1.0,3.0,Moroboro Dam,C,7.8,2.0,244.0,7.0,28.0,6300.0,0.2785714285714286,0.0,1331.8437142857142,High Risk
2025.0,1.0,4.0,Duenas Bridge,C,8.7,2.0,1229.0,7.0,28.0,92000.0,0.31071428571428567,0.0,18970.698714285714,High Risk
2025.0,1.0,5.0,Downstream Passi II,C,8.1,3.0,408.0,7.0,27.0,160000.0,0.3,0.0,32838.58623809524,High Risk
2025.0,1.0,6.0,Downstream Passi I,C,8.0,2.0,411.0,7.0,28.0,17000.0,0.2857142857142857,0.0,3537.5577142857146,High Risk
2025.0,1.0,7.0,Upstream Passi I,C,7.9,2.0,459.0,7.0,29.0,17000.0,0.27241379310344827,0.0,3542.792047619048,High Risk
2025.0,1.0,8.0,Calinog Bridge (Class A),A,9.6,2.0,277.0,7.0,26.0,92000.0,0.3692307692307692,0.0,18888.603047619046,High Risk
2025.0,1.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.6,1.0,116.0,7.0,27.0,3300.0,0.35555555555555557,0.0,699.9915238095238,High Risk
2025.0,2.0,1.0,"Inland Fisheries, Leganes",C,7.4,1.0,26.0,7.0,28.0,3300.0,0.2642857142857143,0.0,698.2148571428571,High Risk
2025.0,2.0,10.0,Alibunan Upstream (Class A),A,8.5,1.0,32.0,7.0,26.0,1400.0,0.3269230769230769,0.0,304.95519047619047,High Risk
2025.0,2.0,2.0,Barotac Nuevo Bridge,C,7.7,1.0,78.0,7.0,28.0,1100.0,0.275,0.0,251.08385714285714,High Risk
2025.0,2.0,3.0,Moroboro Dam,C,6.9,2.0,32.0,7.0,28.0,1700.0,0.24642857142857144,0.0,373.76471428571426,High Risk
2025.0,2.0,4.0,Duenas Bridge,C,7.6,1.0,287.0,7.0,28.0,3300.0,0.2714285714285714,0.0,719.2068571428571,High Risk
2025.0,2.0,5.0,Downstream Passi II,C,8.6,2.0,68.0,6.0,27.0,7900.0,0.3185185185185185,1.0,1642.518380952381,High Risk
2025.0,2.0,6.0,Downstream Passi I,C,8.7,2.0,61.0,7.0,26.0,1700.0,0.3346153846153846,0.0,370.2660476190476,High Risk
2025.0,2.0,7.0,Upstream Passi I,C,8.0,2.0,64.0,7.0,25.0,7000.0,0.32,0.0,1456.8237142857142,High Risk
2025.0,2.0,8.0,Calinog Bridge (Class A),A,8.6,2.0,53.0,7.0,26.0,1400.0,0.33076923076923076,0.0,308.34504761904765,High Risk
2025.0,2.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.2,3.0,93.0,6.0,25.0,1100.0,0.32799999999999996,1.0,251.7545714285714,High Risk
2025.0,3.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,12.0,7.0,30.0,2300.0,0.23666666666666666,0.0,496.8413809523809,High Risk
2025.0,3.0,10.0,Alibunan Upstream (Class A),A,8.8,1.0,3.0,7.0,27.0,4900.0,0.32592592592592595,0.0,1020.2055238095238,High Risk
2025.0,3.0,2.0,Barotac Nuevo Bridge,C,7.7,2.0,132.0,7.0,30.0,13000.0,0.25666666666666665,0.0,2697.881380952381,High Risk
2025.0,3.0,3.0,Moroboro Dam,C,7.8,6.0,27.0,7.0,29.0,4900.0,0.2689655172413793,0.0,1035.7744761904762,High Risk
2025.0,3.0,4.0,Duenas Bridge,C,8.7,1.0,46.0,7.0,30.0,11000.0,0.29,0.0,2277.106523809524,High Risk
2025.0,3.0,5.0,Downstream Passi II,C,8.9,2.0,24.0,7.0,28.0,3500.0,0.3178571428571429,0.0,737.8287142857142,High Risk
2025.0,3.0,6.0,Downstream Passi I,C,8.0,2.0,11.0,7.0,27.0,2300.0,0.2962962962962963,0.0,491.6343809523809,High Risk
2025.0,3.0,7.0,Upstream Passi I,C,8.6,2.0,26.0,6.0,27.0,17000.0,0.3185185185185185,1.0,3503.664380952381,High Risk
2025.0,3.0,8.0,Calinog Bridge (Class A),A,9.0,1.0,6.0,7.0,27.0,3300.0,0.3333333333333333,0.0,692.2015238095238,High Risk
2025.0,3.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.8,2.0,18.0,7.0,27.0,4900.0,0.32592592592592595,0.0,1023.308380952381,High Risk
2025.0,4.0,1.0,"Inland Fisheries, Leganes",C,6.4,1.0,30.0,7.0,32.0,1300.0,0.2,0.0,295.1661904761905,High Risk
2025.0,4.0,10.0,Alibunan Upstream (Class A),A,7.6,2.0,7.0,7.0,30.0,2300.0,0.2533333333333333,0.0,495.4063809523809,High Risk
2025.0,4.0,2.0,Barotac Nuevo Bridge,C,7.1,2.0,32.0,7.0,33.0,3300.0,0.21515151515151515,0.0,706.6613809523809,High Risk
2025.0,4.0,3.0,Moroboro Dam,C,6.4,2.0,42.0,7.0,33.0,3300.0,0.19393939393939394,0.0,708.9163809523809,High Risk
2025.0,4.0,4.0,Duenas Bridge,C,8.1,1.0,69.0,7.0,32.0,2200.0,0.253125,0.0,479.28919047619047,High Risk
2025.0,4.0,5.0,Downstream Passi II,C,7.2,2.0,44.0,6.0,29.0,2300.0,0.2482758620689655,1.0,498.1670476190476,High Risk
2025.0,4.0,6.0,Downstream Passi I,C,7.3,3.0,56.0,7.0,30.0,2300.0,0.24333333333333332,0.0,501.9122380952381,High Risk
2025.0,4.0,7.0,Upstream Passi I,C,7.5,2.0,48.0,7.0,29.0,3300.0,0.25862068965517243,0.0,702.7800476190475,High Risk
2025.0,4.0,8.0,Calinog Bridge (Class A),A,7.6,3.0,14.0,7.0,27.0,2300.0,0.28148148148148144,0.0,494.5732380952381,High Risk
2025.0,4.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.4,3.0,11.0,7.0,28.0,4900.0,0.2642857142857143,0.0,1028.5705714285714,High Risk
2025.0,5.0,1.0,"Inland Fisheries, Leganes",C,8.2,2.0,34.0,7.0,34.0,3500.0,0.24117647058823527,0.0,746.6437142857143,High Risk
2025.0,5.0,10.0,Alibunan Upstream (Class A),A,8.6,2.0,186.0,6.0,29.0,5400.0,0.296551724137931,1.0,1142.1310476190476,High Risk
2025.0,5.0,2.0,Barotac Nuevo Bridge,C,7.1,4.0,437.0,7.0,33.0,2400.0,0.21515151515151515,0.0,559.2070952380952,High Risk
2025.0,5.0,3.0,Moroboro Dam,C,5.8,3.0,100.0,7.0,32.0,1300.0,0.18125,0.0,305.88190476190476,High Risk
2025.0,5.0,5.0,Downstream Passi II,C,6.9,4.0,155.0,7.0,31.0,5400.0,0.22258064516129034,0.0,1149.0064285714286,High Risk
2025.0,5.0,6.0,Downstream Passi I,C,6.8,4.0,155.0,6.0,30.0,5400.0,0.22666666666666666,1.0,1148.1180952380953,High Risk
2025.0,5.0,7.0,Upstream Passi I,C,7.4,6.0,176.0,6.0,30.0,5400.0,0.24666666666666667,1.0,1152.3558095238095,High Risk
2025.0,5.0,8.0,Calinog Bridge (Class A),A,8.7,7.0,121.0,6.0,29.0,9200.0,0.3,1.0,1924.5803333333333,High Risk
2025.0,5.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.2,5.0,26.0,6.0,29.0,330.0,0.2827586206896551,1.0,96.60661904761906,Very_Poor
2025.0,6.0,1.0,"Inland Fisheries, Leganes",C,6.9,2.0,167.0,7.0,32.0,3500.0,0.215625,0.0,758.0280476190476,High Risk
2025.0,6.0,10.0,Alibunan Upstream (Class A),A,8.1,3.0,50.0,7.0,29.0,9200.0,0.2793103448275862,0.0,1912.4969047619047,High Risk
2025.0,6.0,2.0,Barotac Nuevo Bridge,C,8.3,2.0,261.0,7.0,31.0,9200.0,0.267741935483871,0.0,1929.7027142857141,High Risk
2025.0,6.0,3.0,Moroboro Dam,C,6.8,3.0,152.0,7.0,29.0,5400.0,0.23448275862068965,0.0,1144.9059047619048,High Risk
2025.0,6.0,4.0,Duenas Bridge,C,8.8,4.0,442.0,7.0,31.0,5400.0,0.2838709677419355,0.0,1168.6454285714285,High Risk
2025.0,6.0,5.0,Downstream Passi II,C,7.4,4.0,244.0,7.0,30.0,9200.0,0.24666666666666667,0.0,1932.8060952380952,High Risk
2025.0,6.0,6.0,Downstream Passi I,C,7.2,4.0,263.0,7.0,30.0,3500.0,0.24000000000000002,0.0,766.8440952380952,High Risk
2025.0,6.0,7.0,Upstream Passi I,C,8.0,6.0,249.0,7.0,30.0,9200.0,0.26666666666666666,0.0,1935.7318095238095,High Risk
2025.0,6.0,8.0,Calinog Bridge (Class A),A,9.4,3.0,45.0,6.0,29.0,5400.0,0.3241379310344828,1.0,1130.8019047619048,High Risk
2025.0,6.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,3.0,122.0,6.0,29.0,490.0,0.2896551724137931,1.0,133.1069047619048,High Risk
2025.0,7.0,1.0,"Inland Fisheries, Leganes",C,8.1,2.0,18.0,7.0,32.0,1100.0,0.253125,0.0,251.5900476190476,High Risk
2025.0,7.0,10.0,Alibunan Upstream (Class A),A,8.9,2.0,24.0,7.0,29.0,330.0,0.30689655172413793,0.0,89.38904761904763,Very_Poor
2025.0,7.0,2.0,Barotac Nuevo Bridge,C,8.6,2.0,42.0,7.0,31.0,790.0,0.27741935483870966,0.0,187.9207142857143,High Risk
2025.0,7.0,3.0,Moroboro Dam,C,7.6,2.0,24.0,7.0,32.0,140.0,0.2375,0.0,56.40304761904762,Poor
2025.0,7.0,4.0,Duenas Bridge,C,8.5,2.0,181.0,7.0,32.0,230.0,0.265625,0.0,85.87304761904761,Very_Poor
2025.0,7.0,5.0,Downstream Passi II,C,9.3,2.0,48.0,7.0,29.0,1300.0,0.3206896551724138,0.0,289.29004761904764,High Risk
2025.0,7.0,6.0,Downstream Passi I,C,8.9,3.0,120.0,6.0,28.0,330.0,0.3178571428571429,1.0,98.04057142857144,Very_Poor
2025.0,7.0,7.0,Upstream Passi I,C,9.1,2.0,120.0,7.0,29.0,2400.0,0.3137931034482758,0.0,520.9940476190476,High Risk
2025.0,7.0,8.0,Calinog Bridge (Class A),A,9.1,3.0,47.0,7.0,28.0,230.0,0.325,0.0,71.15457142857142,Poor
2025.0,7.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.8,2.0,64.0,7.0,27.0,230.0,0.362962962962963,0.0,68.14738095238094,Poor
2025.0,8.0,1.0,"Inland Fisheries, Leganes",C,6.8,1.0,28.0,7.0,31.0,700.0,0.21935483870967742,0.0,170.14885714285714,High Risk
2025.0,8.0,10.0,Alibunan Upstream (Class A),A,7.6,1.0,261.0,7.0,30.0,5400.0,0.2533333333333333,0.0,1149.5515238095238,High Risk
2025.0,8.0,2.0,Barotac Nuevo Bridge,C,7.3,1.0,75.0,7.0,32.0,9200.0,0.228125,0.0,1915.7211904761905,High Risk
2025.0,8.0,3.0,Moroboro Dam,C,6.1,1.0,44.0,7.0,30.0,790.0,0.2033333333333333,0.0,190.24352380952382,High Risk
2025.0,8.0,4.0,Duenas Bridge,C,8.1,1.0,86.0,7.0,32.0,940.0,0.253125,0.0,222.50919047619047,High Risk
2025.0,8.0,5.0,Downstream Passi II,C,7.4,1.0,126.0,7.0,31.0,9200.0,0.23870967741935484,0.0,1918.604857142857,High Risk
2025.0,8.0,6.0,Downstream Passi I,C,7.5,2.0,74.0,7.0,31.0,9200.0,0.24193548387096775,0.0,1916.0087142857142,High Risk
2025.0,8.0,7.0,Upstream Passi I,C,7.1,1.0,64.0,7.0,31.0,5400.0,0.22903225806451613,0.0,1135.5158571428572,High Risk
2025.0,8.0,8.0,Calinog Bridge (Class A),A,8.9,1.0,81.0,7.0,29.0,9200.0,0.30689655172413793,0.0,1909.6531904761905,High Risk
2025.0,8.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.1,1.0,68.0,7.0,30.0,2400.0,0.26999999999999996,0.0,518.0005238095238,High Risk
2025.0,9.0,1.0,"Inland Fisheries, Leganes",C,6.4,4.0,389.0,7.1,28.0,92000.0,0.2285714285714286,0.09999999999999964,18910.934928571427,High Risk
2025.0,9.0,10.0,Alibunan Upstream (Class A),A,8.5,2.0,26.0,6.9,28.0,11000.0,0.30357142857142855,0.09999999999999964,2275.5627142857143,High Risk
2025.0,9.0,2.0,Barotac Nuevo Bridge,C,7.0,4.0,1156.0,7.0,28.0,92000.0,0.25,0.0,18971.943428571427,High Risk
2025.0,9.0,3.0,Moroboro Dam,C,7.6,3.0,597.0,7.0,29.0,92000.0,0.26206896551724135,0.0,18924.095904761904,High Risk
2025.0,9.0,4.0,Duenas Bridge,C,7.1,4.0,425.0,6.9,29.0,54000.0,0.24482758620689654,0.09999999999999964,11126.689761904763,High Risk
2025.0,9.0,5.0,Downstream Passi II,C,7.6,4.0,220.0,6.8,29.0,35000.0,0.26206896551724135,0.20000000000000018,7215.754761904762,High Risk
2025.0,9.0,6.0,Downstream Passi I,C,7.1,4.0,216.0,6.8,28.0,54000.0,0.25357142857142856,0.20000000000000018,11108.458428571428,High Risk
2025.0,9.0,7.0,Upstream Passi I,C,8.1,3.0,116.0,6.8,28.0,24000.0,0.28928571428571426,0.20000000000000018,4949.335571428572,High Risk
2025.0,9.0,8.0,Calinog Bridge (Class A),A,6.7,3.0,66.0,6.8,26.0,11000.0,0.2576923076923077,0.20000000000000018,2282.218904761905,High Risk
2025.0,9.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.7,2.0,27.0,6.6,28.0,1300.0,0.31071428571428567,0.40000000000000036,287.7047142857143,High Risk
2025.0,10.0,1.0,"Inland Fisheries, Leganes",C,5.4,2.0,836.0,7.0,29.0,2400.0,0.18620689655172415,0.0,587.2910476190476,High Risk
2025.0,10.0,10.0,Alibunan Upstream (Class A),A,8.6,1.0,37.0,6.0,29.0,490.0,0.296551724137931,1.0,121.98119047619048,High Risk
2025.0,10.0,2.0,Barotac Nuevo Bridge,C,6.4,3.0,758.0,7.0,31.0,2400.0,0.2064516129032258,0.0,582.9045714285714,High Risk
2025.0,10.0,3.0,Moroboro Dam,C,7.1,3.0,173.0,7.0,31.0,3500.0,0.22903225806451613,0.0,758.8895714285715,High Risk
2025.0,10.0,4.0,Duenas Bridge,C,7.6,3.0,323.0,6.0,31.0,700.0,0.24516129032258063,1.0,196.44457142857144,High Risk
2025.0,10.0,5.0,Downstream Passi II,C,7.2,4.0,202.0,6.0,29.0,1400.0,0.2482758620689655,1.0,330.4587619047619,High Risk
2025.0,10.0,6.0,Downstream Passi I,C,7.6,6.0,168.0,6.0,30.0,330.0,0.2533333333333333,1.0,112.44680952380953,High Risk
2025.0,10.0,7.0,Upstream Passi I,C,7.6,3.0,164.0,6.0,30.0,1300.0,0.2533333333333333,1.0,305.2532380952381,High Risk
2025.0,10.0,8.0,Calinog Bridge (Class A),A,8.3,3.0,103.0,6.0,28.0,330.0,0.29642857142857143,1.0,97.87657142857144,Very_Poor
2025.0,10.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.5,4.0,104.0,6.0,28.0,490.0,0.30357142857142855,1.0,132.20542857142857,High Risk
2025.0,11.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,16.0,8.0,31.0,3500.0,0.22903225806451613,1.0,750.6977142857143,High Risk
2025.0,11.0,10.0,Alibunan Upstream (Class A),A,8.9,1.0,11.0,7.0,30.0,790.0,0.2966666666666667,0.0,181.79752380952382,High Risk
2025.0,11.0,2.0,Barotac Nuevo Bridge,C,8.1,2.0,59.0,7.0,32.0,1100.0,0.253125,0.0,254.95204761904762,High Risk
2025.0,11.0,3.0,Moroboro Dam,C,6.5,2.0,28.0,7.0,32.0,1700.0,0.203125,0.0,378.6300476190476,High Risk
2025.0,11.0,4.0,Duenas Bridge,C,8.2,2.0,54.0,7.0,32.0,330.0,0.25625,0.0,96.56404761904763,Very_Poor
2025.0,11.0,5.0,Downstream Passi II,C,8.0,1.0,106.0,7.0,31.0,9200.0,0.25806451612903225,0.0,1915.734857142857,High Risk
2025.0,11.0,6.0,Downstream Passi I,C,8.5,1.0,133.0,7.0,31.0,3500.0,0.27419354838709675,0.0,748.9938571428571,High Risk
2025.0,11.0,7.0,Upstream Passi I,C,8.2,2.0,97.0,7.0,31.0,3500.0,0.264516129032258,0.0,748.5297142857142,High Risk
2025.0,11.0,8.0,Calinog Bridge (Class A),A,8.8,1.0,44.0,7.0,29.0,9200.0,0.303448275862069,0.0,1906.8241904761903,High Risk
2025.0,11.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.7,1.0,57.0,7.0,30.0,700.0,0.29,0.0,167.5385238095238,High Risk
2025.0,12.0,1.0,"Inland Fisheries, Leganes",C,8.2,2.0,17.0,7.0,30.0,790.0,0.2733333333333333,0.0,185.59738095238097,High Risk
2025.0,12.0,10.0,Alibunan Upstream (Class A),A,8.5,1.0,8.0,6.6,28.0,490.0,0.30357142857142855,0.40000000000000036,118.71485714285716,High Risk
2025.0,12.0,2.0,Barotac Nuevo Bridge,C,7.3,1.0,46.0,6.8,29.0,490.0,0.2517241379310345,0.20000000000000018,125.38419047619048,High Risk
2025.0,12.0,3.0,Moroboro Dam,C,7.0,2.0,36.0,6.8,28.0,490.0,0.25,0.20000000000000018,125.9587142857143,High Risk
2025.0,12.0,4.0,Duenas Bridge,C,7.8,1.0,247.0,6.6,29.0,230.0,0.2689655172413793,0.40000000000000036,87.56719047619048,Very_Poor
2025.0,12.0,5.0,Downstream Passi II,C,8.3,1.0,62.0,7.2,29.0,230.0,0.28620689655172415,0.20000000000000018,72.68319047619048,Poor
2025.0,12.0,6.0,Downstream Passi I,C,8.3,3.0,119.0,7.0,28.0,790.0,0.29642857142857143,0.0,193.44257142857145,High Risk
2025.0,12.0,7.0,Upstream Passi I,C,8.0,1.0,118.0,7.0,29.0,3500.0,0.27586206896551724,0.0,746.6021904761905,High Risk
2025.0,12.0,8.0,Calinog Bridge (Class A),A,8.2,1.0,29.0,7.0,27.0,790.0,0.3037037037037037,0.0,181.42852380952382,High Risk
2025.0,12.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.4,2.0,43.0,7.2,28.0,230.0,0.3,0.20000000000000018,71.69971428571428,Poor
,,,,,8.123620356542087,0.9505627926620136,6.441482055652748,6.883715972156811,25.22976062065625,0.9990924745633192,0.32198562953827914,0.11628402784318936,16.04096710691239,Excellent
,,,,,9.852142919229749,0.3387337731622081,4.798886444834543,7.299271351056096,25.584365199693973,0.2635180797336697,0.38508451713891245,0.29927135105609626,13.415640183024788,Excellent
,,,,,9.195981825434215,0.19107223017939132,12.60232512812701,7.332549534031828,23.272013899887455,0.15938435930034542,0.39515195655149926,0.33254953403182785,14.681998960258664,Excellent
,,,,,8.79597545259111,1.4284397521546666,5.99454657371025,7.192894038298647,22.440207698110708,0.5383980363053193,0.39197388771636293,0.19289403829864682,16.43980491288301,Excellent
,,,,,7.468055921327309,1.4518848463043832,4.933083135623331,7.339677025968193,22.911740650167765,1.0842154995216609,0.32594886767246234,0.33967702596819294,20.192909744480833,Excellent
,,,,,7.467983561008608,1.2317562873630457,8.597745164215478,7.1456569174550735,23.708431154505025,0.26626079866265046,0.31499273453990473,0.14565691745507348,18.64189029600908,Excellent
,,,,,7.174250836504599,0.526459276842719,2.972939149646677,7.165912980567396,25.272059063689973,0.7393491021464664,0.28388074032370064,0.16591298056739578,17.989053274111686,Excellent
,,,,,9.598528437324806,0.2367409596089374,12.230757730556554,7.099278712850984,25.442922333025372,0.8377815768615894,0.377257309977547,0.09927871285098444,13.006015993211788,Excellent
,,,,,8.803345035229626,1.0579262371170197,2.0437090115167917,6.817793388720866,22.02780852212476,0.26140129839163967,0.39964688390983305,0.18220661127913385,14.085632652564682,Excellent
,,,,,9.124217733388136,0.7162134912354418,14.816417112407242,6.8755239988953125,24.042989210310264,0.8010379834730456,0.37949597920525757,0.12447600110468748,13.94579808545629,Excellent
,,,,,7.061753482887408,0.2708535287826903,11.811426770153204,6.822000429980714,23.669644012595114,0.4045614459911786,0.2983464170027103,0.1779995700192858,17.012106961565696,Excellent
,,,,,9.909729556485983,0.7932476741557782,3.7820195414784137,7.245487287884647,22.88843124188292,0.6955364136529375,0.4329580062417051,0.24548728788464658,13.162504167443775,Excellent
,,,,,9.497327922401265,0.14814392956130576,1.0773096397304336,7.020049186753429,22.47946146933473,0.6968826818369842,0.4224891212521709,0.020049186753428927,11.100483246862245,Excellent
,,,,,7.637017332034828,1.3730485629102949,12.416459998367678,7.155999483815291,23.35046068561451,0.5893521524822344,0.32706067065904854,0.15599948381529138,19.00712287018388,Excellent
,,,,,7.545474901621302,0.46229197424002366,10.89600281386664,7.435296531748265,25.77163881565008,0.09931874705984914,0.2927821143077342,0.4352965317482651,19.938433123780882,Excellent
,,,,,7.550213529560302,1.0275311980955748,11.206100352573822,6.974504560404212,23.29281172808302,0.9188327451481618,0.3241435004799087,0.025495439595787595,17.483650466655146,Excellent
,,,,,7.912726728878614,0.5363955065251753,11.79778485360324,7.087268046124941,24.075162486973465,0.35285807146890946,0.32866763550028016,0.0872680461249411,16.325263380779425,Excellent
,,,,,8.574269294896713,0.8280952296489351,2.036625124277265,7.328885796980134,24.81207583558071,0.20517036143983966,0.3455683978928173,0.328885796980134,16.26854107773021,Excellent
,,,,,8.295835055926347,0.8653943910805915,6.018520199619816,6.960158715844136,23.454518409517178,0.04485265571024031,0.35369880170125906,0.03984128415586419,15.047007167598636,Excellent
,,,,,7.873687420594126,0.3587962377357379,2.622166833351816,6.853885936880155,25.887128330883844,0.6499822375070661,0.3041545327065368,0.1461140631198452,15.779040900355405,Excellent
,,,,,8.835558684167138,1.457418478870382,13.08344796225831,7.002826017039638,25.849789179768443,0.7453207980265107,0.3418038972280038,0.002826017039637918,16.719827648404227,Excellent
,,,,,7.418481581956126,1.1851859527055604,9.72617377558581,6.912854901077803,23.00712918330146,0.01824661182064177,0.3224427316790332,0.08714509892219713,17.743081714488582,Excellent
,,,,,7.876433945605655,1.4152985181898647,5.632572347937089,7.450788356639801,23.988994023569543,0.5633023641292091,0.32833531651502107,0.45078835663980144,19.966171615290246,Excellent
,,,,,8.099085529881075,1.3527582905987083,1.8898169040043309,7.365684265695092,23.203513239267078,0.24914535271773178,0.34904565728327175,0.3656842656950916,18.463472921382348,Excellent
,,,,,8.368209952651108,0.9370599703355191,5.353752504019271,7.2433826295572965,23.13936197750987,0.7096900694503949,0.3616439364570435,0.2433826295572965,16.70994539310165,Excellent
,,,,,9.35552788417904,1.3906239290323636,5.552566508374459,7.4100224131314025,22.14754778941813,0.1918030719054906,0.42241822765809833,0.41002241313140253,16.537915617145778,Excellent
,,,,,7.599021346475079,0.22388950287268727,11.214486496732897,7.36257045382938,24.438257335919587,0.7600315119127126,0.31094775875471137,0.36257045382938013,18.223286968766534,Excellent
,,,,,8.542703315240836,0.3743760073868032,9.925804598972984,6.9305990412202245,24.010716092915445,0.4254088809305912,0.35578711114581996,0.06940095877977548,14.019693240123464,Excellent
,,,,,8.777243706586127,0.16331820447475331,13.420978396068572,7.424791298942984,22.20591500499996,1.0304029876104082,0.3952660227966203,0.42479129894298406,16.33867883251784,Excellent
,,,,,7.1393512381599935,0.5554624630685701,7.61100895226729,7.177539569340955,23.114585856946444,0.1512730385605926,0.30886779812299603,0.17753956934095516,18.15350226003595,Excellent
,,,,,5.6821327021005175,2.5974675787331725,38.51146460882286,7.714041733217771,25.20672688467443,18.507063986046692,0.22542128250515647,0.7140417332177709,35.002916132681854,Good
