Year,Month,Station_ID,Station_Name,Water_Class,DO,BOD,TSS,pH,Temperature,Fecal_Coliform,DO_Temp_Ratio,pH_Deviation,WQI,WQI_Class
2021.0,10.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,748.0,7.0,29.0,21371.0,0.24482758620689654,0.0,4463.747947619048,High Risk
2021.0,10.0,10.0,Alibunan Upstream (Class A),A,8.9,2.0,81.0,7.0,26.0,57379.0,0.3423076923076923,0.0,11780.123147619048,High Risk
2021.0,10.0,2.0,Barotac Nuevo Bridge,C,7.0,3.0,1130.0,7.0,29.0,31759.0,0.2413793103448276,0.0,6625.651004761904,High Risk
2021.0,10.0,3.0,Moroboro Dam,C,7.6,2.0,106.0,7.0,29.0,36022.0,0.26206896551724135,0.0,7412.068847619048,High Risk
2021.0,10.0,4.0,Duenas Bridge,C,8.4,2.0,270.0,7.0,29.0,45613.0,0.2896551724137931,0.0,9389.072747619048,High Risk
2021.0,10.0,5.0,Downstream Passi II,C,7.0,1.0,236.0,7.0,28.0,75268.0,0.25,0.0,15462.498057142857,High Risk
2021.0,10.0,6.0,Downstream Passi I,C,8.5,3.0,112.0,7.0,28.0,84926.0,0.30357142857142855,0.0,17431.924971428572,High Risk
2021.0,10.0,7.0,Upstream Passi I,C,8.7,2.0,216.0,7.0,27.0,131091.0,0.3222222222222222,0.0,26896.285280952383,High Risk
2021.0,10.0,8.0,Calinog Bridge (Class A),A,7.9,2.0,146.0,7.0,26.0,94887.0,0.3038461538461539,0.0,19472.89234761905,High Risk
2021.0,10.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.4,4.0,140.0,7.0,26.0,70210.0,0.36153846153846153,0.0,14416.753761904762,High Risk
2021.0,11.0,1.0,"Inland Fisheries, Leganes",C,8.9,3.0,324.0,7.0,28.0,4000.0,0.3178571428571429,0.0,866.7515714285714,High Risk
2021.0,11.0,10.0,Alibunan Upstream (Class A),A,8.9,3.0,22.0,6.0,26.0,17000.0,0.3423076923076923,1.0,3503.500904761905,High Risk
2021.0,11.0,2.0,Barotac Nuevo Bridge,C,9.0,5.0,639.0,6.0,28.0,7800.0,0.32142857142857145,1.0,1674.7422857142858,High Risk
2021.0,11.0,3.0,Moroboro Dam,C,8.8,7.0,570.0,6.0,27.0,7800.0,0.32592592592592595,1.0,1672.1466666666668,High Risk
2021.0,11.0,4.0,Duenas Bridge,C,8.1,7.0,344.0,6.0,29.0,7800.0,0.2793103448275862,1.0,1657.2363333333333,High Risk
2021.0,11.0,5.0,Downstream Passi II,C,8.1,4.0,276.0,6.0,28.0,22000.0,0.28928571428571426,1.0,4554.528428571429,High Risk
2021.0,11.0,6.0,Downstream Passi I,C,9.3,3.0,292.0,6.0,28.0,14000.0,0.3321428571428572,1.0,2912.3075714285715,High Risk
2021.0,11.0,7.0,Upstream Passi I,C,8.8,3.0,354.0,7.0,28.0,33000.0,0.31428571428571433,0.0,6811.516571428571,High Risk
2021.0,11.0,8.0,Calinog Bridge (Class A),A,9.5,3.0,155.0,6.0,27.0,22000.0,0.35185185185185186,1.0,4538.770238095239,High Risk
2021.0,11.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.2,1.0,101.0,6.0,25.0,13000.0,0.368,1.0,2684.924857142857,High Risk
2021.0,12.0,1.0,"Inland Fisheries, Leganes",C,8.5,3.0,19.0,7.0,31.0,240000.0,0.27419354838709675,0.0,49202.241571428574,High Risk
2021.0,12.0,10.0,Alibunan Upstream (Class A),A,9.9,2.0,33.0,7.0,29.0,240000.0,0.3413793103448276,0.0,49196.460047619046,High Risk
2021.0,12.0,2.0,Barotac Nuevo Bridge,C,8.9,3.0,45.0,7.0,31.0,130000.0,0.2870967741935484,0.0,26664.553571428572,High Risk
2021.0,12.0,3.0,Moroboro Dam,C,9.5,3.0,29.0,7.0,30.0,540000.0,0.31666666666666665,0.0,110669.91823809524,High Risk
2021.0,12.0,4.0,Duenas Bridge,C,8.8,2.0,52.0,7.0,31.0,350000.0,0.2838709677419355,0.0,71741.45971428571,High Risk
2021.0,12.0,7.0,Upstream Passi I,C,9.5,3.0,149.0,7.0,29.0,540000.0,0.3275862068965517,0.0,110678.6649047619,High Risk
2021.0,12.0,8.0,Calinog Bridge (Class A),A,9.8,3.0,21.0,7.0,28.0,540000.0,0.35000000000000003,0.0,110666.46057142857,High Risk
2021.0,12.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.3,3.0,206.0,7.0,29.0,240000.0,0.3206896551724138,0.0,49213.7489047619,High Risk
2022.0,1.0,1.0,"Inland Fisheries, Leganes",C,7.8,1.0,17.0,6.0,27.0,7800.0,0.28888888888888886,1.0,1617.613523809524,High Risk
2022.0,1.0,10.0,Alibunan Upstream (Class A),A,8.5,1.0,348.0,6.0,27.0,11000.0,0.3148148148148148,1.0,2299.000523809524,High Risk
2022.0,1.0,2.0,Barotac Nuevo Bridge,C,8.2,2.0,83.0,6.0,27.0,49000.0,0.3037037037037037,1.0,10065.958380952381,High Risk
2022.0,1.0,4.0,Duenas Bridge,C,7.8,1.0,109.0,6.0,26.0,7800.0,0.3,1.0,1624.0641904761906,High Risk
2022.0,1.0,5.0,Downstream Passi II,C,6.8,3.0,176.0,6.0,26.0,240000.0,0.26153846153846155,1.0,49213.133904761904,High Risk
2022.0,1.0,6.0,Downstream Passi I,C,7.6,2.0,153.0,6.0,27.0,79000.0,0.28148148148148144,1.0,16219.928380952382,High Risk
2022.0,1.0,7.0,Upstream Passi I,C,7.6,5.0,148.0,6.0,27.0,49000.0,0.28148148148148144,1.0,10078.136952380954,High Risk
2022.0,1.0,8.0,Calinog Bridge (Class A),A,8.1,1.0,112.0,6.0,27.0,79000.0,0.3,1.0,16213.668523809523,High Risk
2022.0,1.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.3,2.0,13.0,6.0,28.0,17000.0,0.3321428571428572,1.0,3502.2567142857147,High Risk
2022.0,2.0,1.0,"Inland Fisheries, Leganes",C,8.4,1.0,20.0,6.0,29.0,4900.0,0.2896551724137931,1.0,1024.6061904761905,High Risk
2022.0,2.0,10.0,Alibunan Upstream (Class A),A,8.1,1.0,102.0,6.0,26.0,7000.0,0.31153846153846154,1.0,1458.9551904761904,High Risk
2022.0,2.0,2.0,Barotac Nuevo Bridge,C,8.3,1.0,28.0,6.0,29.0,11000.0,0.28620689655172415,1.0,2275.3571904761907,High Risk
2022.0,2.0,3.0,Moroboro Dam,C,4.2,2.0,25.0,7.0,29.0,24000.0,0.14482758620689656,0.0,4949.089047619048,High Risk
2022.0,2.0,4.0,Duenas Bridge,C,7.8,1.0,121.0,6.0,29.0,3300.0,0.2689655172413793,1.0,706.2781904761904,High Risk
2022.0,2.0,5.0,Downstream Passi II,C,7.3,3.0,233.0,7.0,28.0,24000.0,0.26071428571428573,0.0,4960.569571428572,High Risk
2022.0,2.0,6.0,Downstream Passi I,C,7.0,2.0,221.0,6.0,28.0,35000.0,0.25,1.0,7212.227714285715,High Risk
2022.0,2.0,7.0,Upstream Passi I,C,7.7,2.0,195.0,6.0,28.0,54000.0,0.275,1.0,11101.760714285714,High Risk
2022.0,2.0,8.0,Calinog Bridge (Class A),A,8.0,1.0,184.0,6.0,26.0,54000.0,0.3076923076923077,1.0,11096.184190476191,High Risk
2022.0,2.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.6,1.0,9.0,6.0,26.0,4900.0,0.33076923076923076,1.0,1020.0141904761905,High Risk
2022.0,3.0,1.0,"Inland Fisheries, Leganes",C,7.2,4.0,160.0,6.0,29.0,23000.0,0.2482758620689655,1.0,4752.854761904761,High Risk
2022.0,3.0,10.0,Alibunan Upstream (Class A),A,9.2,3.0,234.0,6.0,25.0,49000.0,0.368,1.0,10075.976571428571,High Risk
2022.0,3.0,3.0,Moroboro Dam,C,4.6,4.0,179.0,6.0,27.0,33000.0,0.17037037037037037,1.0,6806.556095238095,High Risk
2022.0,3.0,4.0,Duenas Bridge,C,8.1,4.0,947.0,6.0,28.0,33000.0,0.28928571428571426,1.0,6863.450428571428,High Risk
2022.0,3.0,5.0,Downstream Passi II,C,8.5,3.0,484.0,6.0,27.0,14000.0,0.3148148148148148,1.0,2928.5982380952382,High Risk
2022.0,3.0,6.0,Downstream Passi I,C,7.8,5.0,536.0,6.0,27.0,23000.0,0.28888888888888886,1.0,4782.142952380952,High Risk
2022.0,3.0,7.0,Upstream Passi I,C,8.8,4.0,808.0,6.0,26.0,49000.0,0.3384615384615385,1.0,10126.830761904763,High Risk
2022.0,3.0,8.0,Calinog Bridge (Class A),A,8.8,3.0,238.0,6.0,26.0,17000.0,0.3384615384615385,1.0,3521.417904761905,High Risk
2022.0,3.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.0,1.0,73.0,6.0,26.0,22000.0,0.34615384615384615,1.0,4528.23219047619,High Risk
2022.0,4.0,1.0,"Inland Fisheries, Leganes",C,7.5,2.0,6.0,7.0,31.0,4900.0,0.24193548387096775,0.0,1029.3627142857142,High Risk
2022.0,4.0,10.0,Alibunan Upstream (Class A),A,8.3,1.0,11.0,7.0,28.0,3300.0,0.29642857142857143,0.0,695.1398571428571,High Risk
2022.0,4.0,2.0,Barotac Nuevo Bridge,C,7.8,1.0,49.0,7.0,31.0,7900.0,0.25161290322580643,0.0,1645.1008571428572,High Risk
2022.0,4.0,3.0,Moroboro Dam,C,6.2,1.0,19.0,7.0,30.0,3300.0,0.20666666666666667,0.0,702.2875238095238,High Risk
2022.0,4.0,4.0,Duenas Bridge,C,7.6,1.0,40.0,7.0,30.0,2300.0,0.2533333333333333,0.0,496.2395238095238,High Risk
2022.0,4.0,5.0,Downstream Passi II,C,8.3,1.0,69.0,7.0,31.0,7900.0,0.267741935483871,0.0,1645.7158571428572,High Risk
2022.0,4.0,6.0,Downstream Passi I,C,7.4,1.0,93.0,7.0,29.0,4900.0,0.25517241379310346,0.0,1032.6421904761905,High Risk
2022.0,4.0,7.0,Upstream Passi I,C,9.7,2.0,87.0,7.0,29.0,4900.0,0.33448275862068966,0.0,1029.3080476190476,High Risk
2022.0,4.0,8.0,Calinog Bridge (Class A),A,7.5,1.0,308.0,7.0,27.0,17000.0,0.2777777777777778,0.0,3527.170523809524,High Risk
2022.0,4.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.0,1.0,290.0,7.0,26.0,7000.0,0.3076923076923077,0.0,1474.5761904761905,High Risk
2022.0,5.0,1.0,"Inland Fisheries, Leganes",C,8.4,2.0,9.0,6.0,33.0,450.0,0.2545454545454546,1.0,118.14538095238095,High Risk
2022.0,5.0,10.0,Alibunan Upstream (Class A),A,8.8,1.0,12.0,7.0,29.0,4600.0,0.303448275862069,0.0,961.6601904761905,High Risk
2022.0,5.0,2.0,Barotac Nuevo Bridge,C,9.5,3.0,30.0,6.0,33.0,1700.0,0.2878787878787879,1.0,375.61023809523806,High Risk
2022.0,5.0,4.0,Duenas Bridge,C,7.9,1.0,137.0,7.0,33.0,200.0,0.2393939393939394,0.0,76.56852380952381,Very_Poor
2022.0,5.0,5.0,Downstream Passi II,C,8.7,2.0,37.0,6.0,32.0,4900.0,0.271875,1.0,1030.5380476190476,High Risk
2022.0,5.0,6.0,Downstream Passi I,C,8.7,2.0,33.0,6.0,31.0,2300.0,0.2806451612903226,1.0,496.3767142857143,High Risk
2022.0,5.0,7.0,Upstream Passi I,C,8.9,1.0,28.0,6.0,31.0,14000.0,0.2870967741935484,1.0,2891.013857142857,High Risk
2022.0,5.0,8.0,Calinog Bridge (Class A),A,9.2,1.0,75.0,7.0,29.0,4900.0,0.3172413793103448,0.0,1027.4761904761904,High Risk
2022.0,5.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.9,1.0,12.0,7.0,30.0,4900.0,0.2966666666666667,0.0,1024.018523809524,High Risk
2022.0,6.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,161.0,7.0,30.0,490.0,0.23666666666666666,0.0,138.19038095238096,High Risk
2022.0,6.0,10.0,Alibunan Upstream (Class A),A,9.7,1.0,66.0,6.0,27.0,13000.0,0.3592592592592592,1.0,2683.2165238095236,High Risk
2022.0,6.0,2.0,Barotac Nuevo Bridge,C,6.8,3.0,530.0,7.0,31.0,7900.0,0.21935483870967742,0.0,1690.3385714285714,High Risk
2022.0,6.0,3.0,Moroboro Dam,C,7.2,2.0,96.0,7.0,29.0,3500.0,0.2482758620689655,0.0,748.3110476190476,High Risk
2022.0,6.0,4.0,Duenas Bridge,C,8.4,2.0,242.0,7.0,30.0,9200.0,0.28,0.0,1926.846380952381,High Risk
2022.0,6.0,5.0,Downstream Passi II,C,8.3,3.0,230.0,7.0,28.0,24000.0,0.29642857142857143,0.0,4958.273571428572,High Risk
2022.0,6.0,6.0,Downstream Passi I,C,6.3,2.0,201.0,7.0,28.0,35000.0,0.225,0.0,7212.022714285714,High Risk
2022.0,6.0,7.0,Upstream Passi I,C,12.1,3.0,170.0,7.0,29.0,35000.0,0.41724137931034483,0.0,7200.556904761905,High Risk
2022.0,6.0,8.0,Calinog Bridge (Class A),A,8.6,1.0,188.0,7.0,27.0,54000.0,0.3185185185185185,0.0,11096.375523809524,High Risk
2022.0,6.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.8,1.0,169.0,7.0,27.0,7900.0,0.32592592592592595,0.0,1648.517523809524,High Risk
2022.0,7.0,1.0,"Inland Fisheries, Leganes",C,8.5,6.0,1004.0,7.0,29.0,160000.0,0.29310344827586204,0.0,32894.44347619048,High Risk
2022.0,7.0,10.0,Alibunan Upstream (Class A),A,8.6,2.0,633.0,7.0,27.0,22000.0,0.3185185185185185,0.0,4577.9383809523815,High Risk
2022.0,7.0,2.0,Barotac Nuevo Bridge,C,7.3,2.0,579.0,7.0,29.0,24000.0,0.2517241379310345,0.0,4988.162047619048,High Risk
2022.0,7.0,3.0,Moroboro Dam,C,5.6,1.0,119.0,7.0,30.0,16000.0,0.18666666666666665,0.0,3313.947523809524,High Risk
2022.0,7.0,4.0,Duenas Bridge,C,7.8,1.0,316.0,7.0,31.0,5400.0,0.25161290322580643,0.0,1154.7448571428572,High Risk
2022.0,7.0,5.0,Downstream Passi II,C,8.1,2.0,441.0,7.0,30.0,24000.0,0.26999999999999996,0.0,4976.299380952381,High Risk
2022.0,7.0,6.0,Downstream Passi I,C,8.7,2.0,427.0,7.0,30.0,92000.0,0.29,0.0,18907.12138095238,High Risk
2022.0,7.0,7.0,Upstream Passi I,C,8.3,3.0,466.0,7.0,30.0,54000.0,0.27666666666666667,0.0,11126.812238095239,High Risk
2022.0,7.0,8.0,Calinog Bridge (Class A),A,8.6,2.0,514.0,7.0,28.0,11000.0,0.3071428571428571,0.0,2315.3737142857144,High Risk
2022.0,7.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.8,2.0,347.0,7.0,27.0,17000.0,0.362962962962963,0.0,3527.5263809523813,High Risk
2022.0,8.0,1.0,"Inland Fisheries, Leganes",C,8.0,1.0,59.0,7.0,31.0,13000.0,0.25806451612903225,0.0,2690.500857142857,High Risk
2022.0,8.0,10.0,Alibunan Upstream (Class A),A,8.8,1.0,257.0,7.0,28.0,24000.0,0.31428571428571433,0.0,4955.716857142857,High Risk
2022.0,8.0,2.0,Barotac Nuevo Bridge,C,8.8,1.0,176.0,7.0,32.0,13000.0,0.275,0.0,2699.5481904761905,High Risk
2022.0,8.0,3.0,Moroboro Dam,C,7.2,1.0,152.0,7.0,32.0,17000.0,0.225,0.0,3520.4601904761907,High Risk
2022.0,8.0,4.0,Duenas Bridge,C,7.3,2.0,391.0,7.0,31.0,24000.0,0.23548387096774193,0.0,4974.932714285715,High Risk
2022.0,8.0,5.0,Downstream Passi II,C,8.8,1.0,334.0,7.0,31.0,24000.0,0.2838709677419355,0.0,4965.3108571428575,High Risk
2022.0,8.0,6.0,Downstream Passi I,C,7.9,1.0,349.0,7.0,31.0,13000.0,0.25483870967741934,0.0,2714.485857142857,High Risk
2022.0,8.0,7.0,Upstream Passi I,C,8.0,1.0,324.0,7.0,30.0,7900.0,0.26666666666666666,0.0,1666.1475238095238,High Risk
2022.0,8.0,8.0,Calinog Bridge (Class A),A,9.0,2.0,626.0,7.0,29.0,13000.0,0.3103448275862069,0.0,2734.6310476190474,High Risk
2022.0,8.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.5,1.0,744.0,7.0,29.0,4900.0,0.29310344827586204,0.0,1083.7691904761905,High Risk
2022.0,9.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,150.0,6.5,28.0,35000.0,0.25357142857142856,0.5,7206.200714285715,High Risk
2022.0,9.0,10.0,Alibunan Upstream (Class A),A,8.7,2.0,90.0,6.5,28.0,24000.0,0.31071428571428567,0.5,4944.100714285714,High Risk
2022.0,9.0,2.0,Barotac Nuevo Bridge,C,8.0,3.0,398.0,6.5,29.0,160000.0,0.27586206896551724,0.5,32840.1579047619,High Risk
2022.0,9.0,3.0,Moroboro Dam,C,9.2,2.0,70.0,6.6,28.0,22000.0,0.32857142857142857,0.40000000000000036,4531.635714285714,High Risk
2022.0,9.0,4.0,Duenas Bridge,C,7.7,2.0,337.0,6.6,29.0,35000.0,0.2655172413793104,0.40000000000000036,7221.398047619047,High Risk
2022.0,9.0,5.0,Downstream Passi II,C,8.8,2.0,595.0,6.6,28.0,54000.0,0.31428571428571433,0.40000000000000036,11132.305714285714,High Risk
2022.0,9.0,6.0,Downstream Passi I,C,8.6,2.0,645.0,6.5,28.0,92000.0,0.3071428571428571,0.5,18923.015714285713,High Risk
2022.0,9.0,7.0,Upstream Passi I,C,8.6,3.0,801.0,6.5,27.0,17000.0,0.3185185185185185,0.5,3569.0872380952383,High Risk
2022.0,9.0,8.0,Calinog Bridge (Class A),A,8.7,2.0,758.0,6.6,28.0,35000.0,0.31071428571428567,0.40000000000000036,7252.776714285715,High Risk
2022.0,9.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.2,2.0,488.0,6.6,28.0,92000.0,0.32857142857142857,0.40000000000000036,18908.911714285714,High Risk
2022.0,10.0,1.0,"Inland Fisheries, Leganes",C,7.5,3.0,287.0,6.0,29.0,54000.0,0.25862068965517243,1.0,11112.680904761904,High Risk
2022.0,10.0,10.0,Alibunan Upstream (Class A),A,8.2,1.0,31.0,6.0,33.0,160000.0,0.24848484848484848,1.0,32810.28152380952,High Risk
2022.0,10.0,2.0,Barotac Nuevo Bridge,C,7.3,4.0,252.0,6.0,29.0,35000.0,0.2517241379310345,1.0,7218.993761904762,High Risk
2022.0,10.0,3.0,Moroboro Dam,C,6.6,3.0,107.0,6.0,29.0,11000.0,0.2275862068965517,1.0,2289.0659047619047,High Risk
2022.0,10.0,4.0,Duenas Bridge,C,8.9,4.0,341.0,6.0,30.0,92000.0,0.2966666666666667,1.0,18903.405095238093,High Risk
2022.0,10.0,5.0,Downstream Passi II,C,8.2,3.0,229.0,6.0,30.0,54000.0,0.2733333333333333,1.0,11107.583238095238,High Risk
2022.0,10.0,6.0,Downstream Passi I,C,7.8,3.0,213.0,6.0,30.0,54000.0,0.26,1.0,11107.091238095238,High Risk
2022.0,10.0,7.0,Upstream Passi I,C,7.7,3.0,239.0,6.0,30.0,92000.0,0.25666666666666665,1.0,18895.628238095236,High Risk
2022.0,10.0,8.0,Calinog Bridge (Class A),A,8.8,3.0,138.0,6.0,30.0,22000.0,0.29333333333333333,1.0,4542.091238095239,High Risk
2022.0,10.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,7.9,2.0,317.0,6.0,30.0,3300.0,0.26333333333333336,1.0,725.111380952381,High Risk
2022.0,11.0,1.0,"Inland Fisheries, Leganes",C,7.6,1.0,12.0,7.0,29.0,7800.0,0.26206896551724135,0.0,1619.8001904761904,High Risk
2022.0,11.0,10.0,Alibunan Upstream (Class A),A,10.2,1.0,6.0,7.0,28.0,46000.0,0.36428571428571427,0.0,9440.064857142857,High Risk
2022.0,11.0,2.0,Barotac Nuevo Bridge,C,7.3,3.0,32.0,7.0,30.0,2000.0,0.24333333333333332,0.0,438.4742380952381,High Risk
2022.0,11.0,3.0,Moroboro Dam,C,6.4,1.0,11.0,7.0,30.0,23000.0,0.21333333333333335,0.0,4737.751523809524,High Risk
2022.0,11.0,4.0,Duenas Bridge,C,7.4,2.0,46.0,7.0,30.0,2000.0,0.24666666666666667,0.0,437.54438095238095,High Risk
2022.0,11.0,5.0,Downstream Passi II,C,7.1,2.0,108.0,7.0,30.0,130000.0,0.23666666666666666,0.0,26670.44338095238,High Risk
2022.0,11.0,6.0,Downstream Passi I,C,7.5,2.0,80.0,7.0,30.0,79000.0,0.25,0.0,16217.427380952382,High Risk
2022.0,11.0,7.0,Upstream Passi I,C,6.7,2.0,127.0,7.0,30.0,23000.0,0.22333333333333333,0.0,4748.521380952381,High Risk
2022.0,11.0,8.0,Calinog Bridge (Class A),A,8.7,3.0,210.0,7.0,26.0,220000.0,0.3346153846153846,0.0,45114.02690476191,High Risk
2022.0,11.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.2,1.0,161.0,7.0,28.0,23000.0,0.32857142857142857,0.0,4742.124857142857,High Risk
2022.0,12.0,1.0,"Inland Fisheries, Leganes",C,7.1,3.0,56.0,7.2,29.0,8939.0,0.24482758620689654,0.20000000000000018,1862.871004761905,High Risk
2022.0,12.0,10.0,Alibunan Upstream (Class A),A,8.1,1.0,138.0,6.7,27.0,24000.0,0.3,0.2999999999999998,4946.300523809524,High Risk
2022.0,12.0,2.0,Barotac Nuevo Bridge,C,6.4,4.0,188.0,7.279999999999999,28.0,4900.0,0.2285714285714286,0.27999999999999936,1048.8428285714285,High Risk
2022.0,12.0,3.0,Moroboro Dam,C,6.2,2.0,67.0,7.040000000000001,28.0,7900.0,0.22142857142857145,0.040000000000000924,1648.7119142857143,High Risk
2022.0,12.0,4.0,Duenas Bridge,C,7.5,3.0,154.0,6.7,28.0,24000.0,0.26785714285714285,0.2999999999999998,4953.681571428572,High Risk
2022.0,12.0,5.0,Downstream Passi II,C,7.7,3.0,181.0,7.0,27.0,24000.0,0.2851851851851852,0.0,4954.392238095238,High Risk
2022.0,12.0,6.0,Downstream Passi I,C,7.3,3.0,168.0,6.959999999999999,27.0,24000.0,0.27037037037037037,0.040000000000000924,4954.146238095238,High Risk
2022.0,12.0,7.0,Upstream Passi I,C,7.4,2.0,180.0,7.0,27.0,13000.0,0.2740740740740741,0.0,2699.1523809523806,High Risk
2022.0,12.0,8.0,Calinog Bridge (Class A),A,8.8,2.0,300.0,7.0,25.0,13000.0,0.35200000000000004,0.0,2703.9357142857143,High Risk
2022.0,12.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.1,1.0,844.0,6.6,26.0,7900.0,0.31153846153846154,0.40000000000000036,1704.2091904761905,High Risk
2023.0,1.0,1.0,"Inland Fisheries, Leganes",C,7.6,4.0,413.0,7.0,23.0,33000.0,0.33043478260869563,0.0,6817.407428571429,High Risk
2023.0,1.0,2.0,Barotac Nuevo Bridge,C,8.5,3.0,604.0,7.0,23.0,49000.0,0.3695652173913043,0.0,10107.751571428571,High Risk
2023.0,1.0,3.0,Moroboro Dam,C,8.1,1.0,101.0,6.0,23.0,13000.0,0.3521739130434782,1.0,2687.179857142857,High Risk
2023.0,1.0,5.0,Downstream Passi II,C,8.5,3.0,172.0,6.0,23.0,33000.0,0.3695652173913043,1.0,6793.927571428571,High Risk
2023.0,1.0,6.0,Downstream Passi I,C,8.7,3.0,183.0,7.0,23.0,49000.0,0.3782608695652174,0.0,10072.819571428572,High Risk
2023.0,1.0,7.0,Upstream Passi I,C,9.0,3.0,195.0,7.0,23.0,35000.0,0.391304347826087,0.0,7204.588571428571,High Risk
2023.0,1.0,8.0,Calinog Bridge (Class A),A,9.9,1.0,201.0,7.0,21.0,23000.0,0.4714285714285714,0.0,4740.689857142857,High Risk
2023.0,1.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.6,3.0,244.0,7.0,20.0,79000.0,0.43,0.0,16225.026571428572,High Risk
2023.0,2.0,1.0,"Inland Fisheries, Leganes",C,8.0,4.0,30.0,7.0,25.0,790.0,0.32,0.0,185.3524285714286,High Risk
2023.0,2.0,2.0,Barotac Nuevo Bridge,C,8.5,4.0,494.0,7.0,24.0,7000.0,0.3541666666666667,0.0,1494.8044285714286,High Risk
2023.0,2.0,3.0,Moroboro Dam,C,7.8,2.0,135.0,7.0,24.0,7900.0,0.325,0.0,1647.4657142857143,High Risk
2023.0,2.0,4.0,Duenas Bridge,C,8.5,3.0,228.0,7.0,24.0,11000.0,0.3541666666666667,0.0,2290.7195714285717,High Risk
2023.0,2.0,5.0,Downstream Passi II,C,8.4,2.0,359.0,7.0,24.0,7900.0,0.35000000000000003,0.0,1664.6037142857144,High Risk
2023.0,2.0,6.0,Downstream Passi I,C,8.0,3.0,364.0,7.0,24.0,7900.0,0.3333333333333333,0.0,1667.7065714285714,High Risk
2023.0,2.0,7.0,Upstream Passi I,C,8.2,2.0,337.0,7.0,24.0,3300.0,0.3416666666666666,0.0,720.6697142857142,High Risk
2023.0,2.0,8.0,Calinog Bridge (Class A),A,7.8,4.0,251.0,7.0,23.0,3300.0,0.3391304347826087,0.0,718.1834285714285,High Risk
2023.0,2.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,9.1,2.0,263.0,7.0,23.0,33000.0,0.39565217391304347,0.0,6798.286714285714,High Risk
2023.0,3.0,1.0,"Inland Fisheries, Leganes",C,7.0,2.0,35.0,8.0,29.0,1100.0,0.2413793103448276,1.0,258.5140476190476,High Risk
2023.0,3.0,10.0,Alibunan Upstream (Class A),A,8.1,1.0,24.0,7.0,26.0,1300.0,0.31153846153846154,0.0,284.6291904761905,High Risk
2023.0,3.0,2.0,Barotac Nuevo Bridge,C,8.5,3.0,27.0,7.0,29.0,7900.0,0.29310344827586204,0.0,1643.4209047619047,High Risk
2023.0,3.0,3.0,Moroboro Dam,C,5.4,3.0,25.0,7.0,29.0,7900.0,0.18620689655172415,0.0,1649.6119047619047,High Risk
2023.0,3.0,4.0,Duenas Bridge,C,7.1,2.0,37.0,7.0,28.0,780.0,0.25357142857142856,0.0,185.25671428571428,High Risk
2023.0,3.0,5.0,Downstream Passi II,C,6.8,4.0,64.0,7.0,28.0,24000.0,0.24285714285714285,0.0,4949.609428571429,High Risk
2023.0,3.0,6.0,Downstream Passi I,C,7.0,2.0,60.0,7.0,28.0,35000.0,0.25,0.0,7199.0257142857145,High Risk
2023.0,3.0,7.0,Upstream Passi I,C,7.7,2.0,73.0,7.0,27.0,24000.0,0.2851851851851852,0.0,4943.663380952381,High Risk
2023.0,3.0,8.0,Calinog Bridge (Class A),A,8.0,2.0,138.0,7.0,26.0,11000.0,0.3076923076923077,0.0,2283.5850476190476,High Risk
2023.0,3.0,9.0,"Alibunan Bridge, Upstream of Confluence (Class A)",A,8.3,3.0,220.0,7.0,25.0,2300.0,0.332,0.0,507.8435714285714,High Risk
2023.0,4.0,1.0,"Inland Fisheries, Leganes",C,7.1,2.0,10.0,8.0,33.0,3300.0,0.21515151515151515,1.0,711.4123809523809,High Risk
2023.0,4.0,10.0,Alibunan Upstream (Class A),A,8.7,2.0,14.0,7.0,28.0,11000.0,0.31071428571428567,0.0,2274.1687142857145,High Risk
2023.0,4.0,2.0,Barotac Nuevo Bridge,C,8.8,3.0,23.0,8.0,31.0,1700.0,0.2838709677419355,1.0,380.8395714285714,High Risk
2023.0,4.0,3.0,Moroboro Dam,C,5.8,3.0,13.0,8.0,31.0,3300.0,0.1870967741935484,1.0,714.0095714285713,High Risk
